figure,panel,panel_title,measure,value,unit,property,il_rank,il_smiles,il_name,n_labels
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,609.0,C[n+]1ccn(CCCCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,10-decanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,609.0,C[n+]1ccn(CCCCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,10-decanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,609.0,C[n+]1ccn(CCCCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,10-decanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,609.0,C[n+]1ccn(CCCCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,10-decanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,610.0,C[n+]1ccn(CCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,8-octanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,610.0,C[n+]1ccn(CCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,8-octanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,610.0,C[n+]1ccn(CCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,8-octanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,610.0,C[n+]1ccn(CCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,8-octanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,610.0,C[n+]1ccn(CCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,8-octanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,610.0,C[n+]1ccn(CCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,8-octanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,611.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,611.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,611.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,611.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,611.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,611.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,612.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,612.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,612.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,612.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,612.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,612.0,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,613.0,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,613.0,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,613.0,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,613.0,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,613.0,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,613.0,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,614.0,C[n+]1ccn(CCCN)c1.F[P-](F)(F)(F)(F)F,3-(3-aminopropyl)-1-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,614.0,C[n+]1ccn(CCCN)c1.F[P-](F)(F)(F)(F)F,3-(3-aminopropyl)-1-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,614.0,C[n+]1ccn(CCCN)c1.F[P-](F)(F)(F)(F)F,3-(3-aminopropyl)-1-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,614.0,C[n+]1ccn(CCCN)c1.F[P-](F)(F)(F)(F)F,3-(3-aminopropyl)-1-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,614.0,C[n+]1ccn(CCCN)c1.F[P-](F)(F)(F)(F)F,3-(3-aminopropyl)-1-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,614.0,C[n+]1ccn(CCCN)c1.F[P-](F)(F)(F)(F)F,3-(3-aminopropyl)-1-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,615.0,C[n+]1ccn(CCN)c1.F[B-](F)(F)F,3-(2-aminoethyl)-1-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,615.0,C[n+]1ccn(CCN)c1.F[B-](F)(F)F,3-(2-aminoethyl)-1-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,615.0,C[n+]1ccn(CCN)c1.F[B-](F)(F)F,3-(2-aminoethyl)-1-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,615.0,C[n+]1ccn(CCN)c1.F[B-](F)(F)F,3-(2-aminoethyl)-1-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,615.0,C[n+]1ccn(CCN)c1.F[B-](F)(F)F,3-(2-aminoethyl)-1-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,615.0,C[n+]1ccn(CCN)c1.F[B-](F)(F)F,3-(2-aminoethyl)-1-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,616.0,Cn1c[n+](CCCCS(=O)(=O)O)c2ccccc21.O=S(=O)([O-])C(F)(F)F,3-methyl-1-(4-sulfobutyl)benzimidazolium trifluoromethanesulfonate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,616.0,Cn1c[n+](CCCCS(=O)(=O)O)c2ccccc21.O=S(=O)([O-])C(F)(F)F,3-methyl-1-(4-sulfobutyl)benzimidazolium trifluoromethanesulfonate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,616.0,Cn1c[n+](CCCCS(=O)(=O)O)c2ccccc21.O=S(=O)([O-])C(F)(F)F,3-methyl-1-(4-sulfobutyl)benzimidazolium trifluoromethanesulfonate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,616.0,Cn1c[n+](CCCCS(=O)(=O)O)c2ccccc21.O=S(=O)([O-])C(F)(F)F,3-methyl-1-(4-sulfobutyl)benzimidazolium trifluoromethanesulfonate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,616.0,Cn1c[n+](CCCCS(=O)(=O)O)c2ccccc21.O=S(=O)([O-])C(F)(F)F,3-methyl-1-(4-sulfobutyl)benzimidazolium trifluoromethanesulfonate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,616.0,Cn1c[n+](CCCCS(=O)(=O)O)c2ccccc21.O=S(=O)([O-])C(F)(F)F,3-methyl-1-(4-sulfobutyl)benzimidazolium trifluoromethanesulfonate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,617.0,Cn1cc[n+](CCCCCCCCCCCC[n+]2ccn(C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,"1,1'-(dodecane-1,12-diyl)bis(3-methyl-1H-imidazolium) tetrafluoroborate",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,617.0,Cn1cc[n+](CCCCCCCCCCCC[n+]2ccn(C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,"1,1'-(dodecane-1,12-diyl)bis(3-methyl-1H-imidazolium) tetrafluoroborate",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,617.0,Cn1cc[n+](CCCCCCCCCCCC[n+]2ccn(C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,"1,1'-(dodecane-1,12-diyl)bis(3-methyl-1H-imidazolium) tetrafluoroborate",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,617.0,Cn1cc[n+](CCCCCCCCCCCC[n+]2ccn(C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,"1,1'-(dodecane-1,12-diyl)bis(3-methyl-1H-imidazolium) tetrafluoroborate",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,617.0,Cn1cc[n+](CCCCCCCCCCCC[n+]2ccn(C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,"1,1'-(dodecane-1,12-diyl)bis(3-methyl-1H-imidazolium) tetrafluoroborate",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,617.0,Cn1cc[n+](CCCCCCCCCCCC[n+]2ccn(C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,"1,1'-(dodecane-1,12-diyl)bis(3-methyl-1H-imidazolium) tetrafluoroborate",2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,618.0,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,618.0,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,618.0,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,618.0,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,618.0,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,618.0,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,619.0,Cn1cc[n+](CCN)c1.F[P-](F)(F)(F)(F)F,1-(2-aminoethyl)-3-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,619.0,Cn1cc[n+](CCN)c1.F[P-](F)(F)(F)(F)F,1-(2-aminoethyl)-3-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,619.0,Cn1cc[n+](CCN)c1.F[P-](F)(F)(F)(F)F,1-(2-aminoethyl)-3-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,619.0,Cn1cc[n+](CCN)c1.F[P-](F)(F)(F)(F)F,1-(2-aminoethyl)-3-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,619.0,Cn1cc[n+](CCN)c1.F[P-](F)(F)(F)(F)F,1-(2-aminoethyl)-3-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,619.0,Cn1cc[n+](CCN)c1.F[P-](F)(F)(F)(F)F,1-(2-aminoethyl)-3-methyl-1H-imidazolium hexafluorophosphate(V),2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,620.0,Cn1cc[nH+]c1.[Br-],1-methylimidazolium bromide,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,620.0,Cn1cc[nH+]c1.[Br-],1-methylimidazolium bromide,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,620.0,Cn1cc[nH+]c1.[Br-],1-methylimidazolium bromide,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,620.0,Cn1cc[nH+]c1.[Br-],1-methylimidazolium bromide,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,620.0,Cn1cc[nH+]c1.[Br-],1-methylimidazolium bromide,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,620.0,Cn1cc[nH+]c1.[Br-],1-methylimidazolium bromide,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,621.0,N[C@@H](C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium L-alaninate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,621.0,N[C@@H](C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium L-alaninate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,621.0,N[C@@H](C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium L-alaninate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,621.0,N[C@@H](C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium L-alaninate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,621.0,N[C@@H](C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium L-alaninate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,Viscosity,621.0,N[C@@H](C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1-(4-methoxybutyl)-3-methylimidazolium L-alaninate,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,622.0,[Cl-].[Cl-].[Cl-].[Cl-].[Ga+3].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium galliumtetrachloride,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,622.0,[Cl-].[Cl-].[Cl-].[Cl-].[Ga+3].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium galliumtetrachloride,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,HeatCapacity,622.0,[Cl-].[Cl-].[Cl-].[Cl-].[Ga+3].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium galliumtetrachloride,2.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,622.0,[Cl-].[Cl-].[Cl-].[Cl-].[Ga+3].CN1C=[N+](C=C1)CCCCC,1-methyl-3-pentylimidazolium galliumtetrachloride,2.0
