display_cation,display_anion,property,abs_log_error
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.15982600215481935
Imidazolium,Other,ElectricalConductivity,0.056677577424109726
Quaternary ammonium,NTf2,ElectricalConductivity,0.027767090367611047
Imidazolium,NTf2,ElectricalConductivity,0.14634623793116797
Imidazolium,Carboxylate,ElectricalConductivity,0.051689517933418805
Imidazolium,Other,ElectricalConductivity,0.04678149108907981
Imidazolium,PF6,ElectricalConductivity,0.011363059978678702
Imidazolium,Other,ElectricalConductivity,0.2164745354094454
Imidazolium,NTf2,ElectricalConductivity,0.07294959046293337
Imidazolium,NTf2,ElectricalConductivity,0.08731230948872004
Imidazolium,BF4,ElectricalConductivity,0.08056347181907764
Imidazolium,Other,ElectricalConductivity,0.02497988306936394
Imidazolium,Carboxylate,ElectricalConductivity,0.031097944107506215
Phosphonium,Other,ElectricalConductivity,0.011880663516394385
Imidazolium,NTf2,ElectricalConductivity,0.055377564702279614
Pyridinium,BF4,ElectricalConductivity,0.04654888831811821
Pyridinium,BF4,ElectricalConductivity,0.010465232436825372
Imidazolium,BF4,ElectricalConductivity,0.3671172981144947
Imidazolium,NTf2,ElectricalConductivity,0.3449820788311354
Imidazolium,Other,ElectricalConductivity,0.40207844025621853
Imidazolium,Other,ElectricalConductivity,4.606702809664306
Protic ammonium,Other,ElectricalConductivity,0.1279177489023937
Imidazolium,PF6,ElectricalConductivity,0.065842282712397
Phosphonium,Other,ElectricalConductivity,0.24701939470662637
Imidazolium,Other,ElectricalConductivity,0.15719707167106048
Protic ammonium,Other,ElectricalConductivity,0.09977841967877588
Imidazolium,Other,ElectricalConductivity,0.017428171127621406
Imidazolium,NTf2,ElectricalConductivity,0.08067083338491843
Imidazolium,Other,ElectricalConductivity,0.15008684730415178
Phosphonium,Other,ElectricalConductivity,0.1951819553538865
Imidazolium,Other,ElectricalConductivity,0.27224549845790236
Imidazolium,BF4,ElectricalConductivity,0.011469538341120133
Imidazolium,BF4,ElectricalConductivity,0.018492794074843166
Imidazolium,NTf2,ElectricalConductivity,0.06172044677291133
Pyridinium,Carboxylate,ElectricalConductivity,0.011344101700657028
Imidazolium,Other,ElectricalConductivity,0.07945169268665198
Imidazolium,BF4,ElectricalConductivity,0.009936602249678628
Imidazolium,PF6,ElectricalConductivity,0.018123969209594026
Imidazolium,Other,ElectricalConductivity,0.017863967934253933
Imidazolium,Other,ElectricalConductivity,1.2649429605215188
Imidazolium,NTf2,ElectricalConductivity,0.07832948180026822
Imidazolium,Other,ElectricalConductivity,0.09686001876475081
Imidazolium,Carboxylate,ElectricalConductivity,0.059930711238604495
Imidazolium,NTf2,ElectricalConductivity,0.04083344386206594
Imidazolium,Other,ElectricalConductivity,0.03646952100353662
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.030176485471442555
Phosphonium,Hydrogen sulfate,ElectricalConductivity,0.04444847719135403
Quaternary ammonium,Carboxylate,ElectricalConductivity,0.0942861144312312
Imidazolium,PF6,ElectricalConductivity,0.017605208802351835
Imidazolium,Other,ElectricalConductivity,0.013563882643622738
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.0046308497629974354
Imidazolium,NTf2,ElectricalConductivity,0.24422691616787517
Protic ammonium,Other,ElectricalConductivity,0.04302582908065694
Imidazolium,Carboxylate,ElectricalConductivity,0.11197416203214505
Pyridinium,NTf2,ElectricalConductivity,0.14170630128574002
Protic ammonium,Other,ElectricalConductivity,0.22249658679819362
Imidazolium,PF6,ElectricalConductivity,0.009044970643219408
Imidazolium,Carboxylate,ElectricalConductivity,0.006341161093254888
Imidazolium,Other,ElectricalConductivity,0.001992415167164252
Imidazolium,BF4,ElectricalConductivity,0.05469923486929887
Imidazolium,Other,ElectricalConductivity,1.0155821739329944
Imidazolium,Carboxylate,ElectricalConductivity,0.01917304066230341
Imidazolium,NTf2,ElectricalConductivity,0.013927938993102712
Pyridinium,NTf2,ElectricalConductivity,0.11710615690488602
Pyridinium,NTf2,ElectricalConductivity,0.06971496945084854
Pyridinium,Carboxylate,ElectricalConductivity,0.10497067497393797
Imidazolium,Other,ElectricalConductivity,0.01803481775421581
Pyridinium,Other,ElectricalConductivity,0.07660081010600821
Quaternary ammonium,NTf2,ElectricalConductivity,0.006180759710686434
Imidazolium,BF4,ElectricalConductivity,0.04594988405214684
Imidazolium,Other,ElectricalConductivity,0.009171326473568886
Imidazolium,Other,ElectricalConductivity,0.014667445677766233
Imidazolium,Other,ElectricalConductivity,0.11036595049588878
Imidazolium,Other,ElectricalConductivity,0.08164139647633384
Imidazolium,BF4,ElectricalConductivity,0.11714214910735804
Imidazolium,Other,ElectricalConductivity,0.12448217077996526
Imidazolium,NTf2,ElectricalConductivity,0.07707076794034995
Imidazolium,NTf2,ElectricalConductivity,0.036553933941768424
Protic ammonium,Carboxylate,ElectricalConductivity,0.04154887153458198
Imidazolium,Other,ElectricalConductivity,0.018637425701112008
Imidazolium,Other,ElectricalConductivity,0.09467208245784398
Imidazolium,Carboxylate,ElectricalConductivity,0.020462898492543125
Imidazolium,Other,ElectricalConductivity,0.018356619159698107
Pyridinium,BF4,ElectricalConductivity,0.03174120131025826
Imidazolium,BF4,ElectricalConductivity,0.00891514176443664
Imidazolium,Other,ElectricalConductivity,0.03524540456885239
Protic ammonium,Carboxylate,ElectricalConductivity,0.32231784644427686
Imidazolium,PF6,ElectricalConductivity,0.0001833501695052142
Cholinium,Carboxylate,ElectricalConductivity,0.02236970136599492
Imidazolium,BF4,ElectricalConductivity,0.07407221610364711
Imidazolium,Other,ElectricalConductivity,0.06426334910296028
Imidazolium,NTf2,ElectricalConductivity,0.1968881808463998
Quaternary ammonium,Other,ElectricalConductivity,0.030853140149566416
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.003172543538380035
Quaternary ammonium,Other,ElectricalConductivity,0.008274776660772587
Imidazolium,Other,ElectricalConductivity,0.24869194762788638
Phosphonium,Other,ElectricalConductivity,0.25409998081886154
Imidazolium,Other,ElectricalConductivity,0.04326785185725868
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.047023415553657966
Quaternary ammonium,NTf2,ElectricalConductivity,0.023338252108420887
Imidazolium,Other,ElectricalConductivity,0.017813436768485902
Imidazolium,Other,ElectricalConductivity,0.02121902409008551
Imidazolium,PF6,ElectricalConductivity,0.017982479269722407
Imidazolium,Other,ElectricalConductivity,0.044602215633233716
Imidazolium,Other,ElectricalConductivity,0.03265636778592085
Imidazolium,BF4,ElectricalConductivity,0.062285677224471314
Imidazolium,Other,ElectricalConductivity,1.9756247113849632
Imidazolium,Other,ElectricalConductivity,0.09564247706081241
Imidazolium,Other,ElectricalConductivity,0.07398992061201959
Imidazolium,Other,ElectricalConductivity,0.3351327767743376
Imidazolium,NTf2,ElectricalConductivity,0.011387172471691909
Imidazolium,PF6,ElectricalConductivity,0.026196698677549257
Imidazolium,NTf2,ElectricalConductivity,0.06749333580641848
Imidazolium,NTf2,ElectricalConductivity,0.01609836174682394
Imidazolium,Other,ElectricalConductivity,0.07264662527104404
Imidazolium,BF4,ElectricalConductivity,0.05858428531706067
Imidazolium,BF4,ElectricalConductivity,0.10569269406323056
Imidazolium,Other,ElectricalConductivity,0.03186843866142693
Phosphonium,Other,ElectricalConductivity,0.13086902673342848
Protic ammonium,Other,ElectricalConductivity,0.09570724818638676
Pyridinium,Carboxylate,ElectricalConductivity,0.13477035310859087
Imidazolium,Other,ElectricalConductivity,0.07580884555952283
Imidazolium,NTf2,ElectricalConductivity,1.6279685945459597
Phosphonium,Other,ElectricalConductivity,0.11827762222987559
Imidazolium,BF4,ElectricalConductivity,0.1263141314992744
Imidazolium,Other,ElectricalConductivity,0.08787804539161792
Imidazolium,NTf2,ElectricalConductivity,0.006606537066320639
Imidazolium,Other,ElectricalConductivity,0.042542455637519565
Phosphonium,Carboxylate,ElectricalConductivity,0.004028371356874061
Imidazolium,NTf2,ElectricalConductivity,0.042848473440727286
Protic ammonium,Other,ElectricalConductivity,0.04528065778420842
Imidazolium,Other,ElectricalConductivity,0.006831027559130898
Protic ammonium,Other,ElectricalConductivity,0.1468912373769653
Phosphonium,Other,ElectricalConductivity,0.07524287519457484
Pyridinium,NTf2,ElectricalConductivity,0.28025028372442407
Pyridinium,NTf2,ElectricalConductivity,0.07965824814636416
Phosphonium,Other,ElectricalConductivity,0.0819803860261965
Imidazolium,Other,ElectricalConductivity,0.03088950770142973
Imidazolium,NTf2,ElectricalConductivity,0.025762793958755026
Imidazolium,PF6,ElectricalConductivity,0.021054524840204203
Imidazolium,NTf2,ElectricalConductivity,0.12466137796564442
Imidazolium,Other,ElectricalConductivity,0.0011179765944130393
Imidazolium,Other,ElectricalConductivity,0.011622952151649324
Imidazolium,BF4,ElectricalConductivity,0.20070008747739165
Phosphonium,Carboxylate,ElectricalConductivity,0.05482002431695898
Phosphonium,Other,ElectricalConductivity,0.2110276138113032
Imidazolium,Other,ElectricalConductivity,0.044370720470752634
Imidazolium,NTf2,ElectricalConductivity,0.0031804586614416763
Imidazolium,Other,ElectricalConductivity,0.0909149708242476
Quaternary ammonium,NTf2,ElectricalConductivity,0.023648025565717212
Imidazolium,Carboxylate,ElectricalConductivity,0.0047379241391865
Imidazolium,BF4,ElectricalConductivity,1.4212804391760212
Phosphonium,Other,ElectricalConductivity,0.00839177935910218
Imidazolium,Other,ElectricalConductivity,0.07939689893687962
Imidazolium,NTf2,ElectricalConductivity,0.07405428542457126
Imidazolium,Other,HeatCapacity,0.013426754537140262
Imidazolium,PF6,HeatCapacity,0.0015731144087798299
Pyridinium,NTf2,HeatCapacity,0.05262570272405753
Imidazolium,BF4,HeatCapacity,0.2764544147276844
Imidazolium,Other,HeatCapacity,0.006158411578486067
Imidazolium,PF6,HeatCapacity,0.0010615324549254623
Imidazolium,NTf2,HeatCapacity,0.00825257158482895
Pyridinium,NTf2,HeatCapacity,0.0038580981978952877
Imidazolium,PF6,HeatCapacity,0.06062365672084802
Imidazolium,Other,HeatCapacity,0.0017296284537549056
Imidazolium,Carboxylate,HeatCapacity,0.005346327649281335
Quaternary ammonium,NTf2,HeatCapacity,0.0027423052795327862
Imidazolium,Other,HeatCapacity,0.03382493335595704
Imidazolium,PF6,HeatCapacity,0.0019521739217029932
Imidazolium,PF6,HeatCapacity,0.014870639682289521
Pyridinium,NTf2,HeatCapacity,0.011056953166848515
Cholinium,NTf2,HeatCapacity,0.01150078087583406
Pyridinium,PF6,HeatCapacity,0.0013689495342745772
Imidazolium,PF6,HeatCapacity,0.002515327136070944
Phosphonium,Other,HeatCapacity,0.030828020118311983
Imidazolium,NTf2,HeatCapacity,0.003111785769623232
Quaternary ammonium,Other,HeatCapacity,0.014617921861038496
Imidazolium,NTf2,HeatCapacity,0.022714128301274172
Cholinium,Other,HeatCapacity,0.009310776312291935
Pyridinium,NTf2,HeatCapacity,0.07302513955827905
Imidazolium,Other,HeatCapacity,0.022860076911487504
Pyridinium,Other,HeatCapacity,0.0035567423858067215
Imidazolium,PF6,HeatCapacity,0.0017315029642590574
Imidazolium,PF6,HeatCapacity,0.005575652297122424
Imidazolium,PF6,HeatCapacity,1.8601508759985563e-06
Imidazolium,PF6,HeatCapacity,0.008669906884847478
Pyridinium,NTf2,HeatCapacity,0.026254726816246965
Imidazolium,Hydrogen sulfate,HeatCapacity,0.026247873506529906
Imidazolium,NTf2,HeatCapacity,0.005703523445876435
Imidazolium,BF4,HeatCapacity,0.005606714317105244
Imidazolium,Other,HeatCapacity,0.027232636434385782
Imidazolium,NTf2,HeatCapacity,0.008870155251648804
Imidazolium,BF4,HeatCapacity,0.0027632233291718933
Quaternary ammonium,NTf2,HeatCapacity,0.002768157492500478
Imidazolium,NTf2,HeatCapacity,0.008834720293779519
Protic ammonium,Carboxylate,HeatCapacity,0.006867946811203396
Imidazolium,NTf2,HeatCapacity,0.011830290989016667
Imidazolium,BF4,HeatCapacity,0.010530385202059733
Imidazolium,PF6,HeatCapacity,3.336689265154291e-05
Imidazolium,BF4,HeatCapacity,0.009899623674848534
Pyridinium,PF6,HeatCapacity,0.0022306872495283514
Imidazolium,Other,HeatCapacity,0.02262157962395861
Cholinium,Other,HeatCapacity,0.0005965512018724084
Imidazolium,PF6,HeatCapacity,0.0007863979521403053
Imidazolium,PF6,HeatCapacity,0.0018805688677101529
Imidazolium,NTf2,HeatCapacity,0.1254511852699407
Imidazolium,PF6,HeatCapacity,0.00055065710423019
Imidazolium,BF4,HeatCapacity,0.0009684514658898635
Protic ammonium,Other,HeatCapacity,0.033426705116721855
Pyridinium,NTf2,HeatCapacity,0.040566014646188364
Imidazolium,BF4,HeatCapacity,0.002223916542380522
Imidazolium,Carboxylate,HeatCapacity,0.033709113540350444
Phosphonium,Other,HeatCapacity,0.02465067481432026
Pyridinium,NTf2,HeatCapacity,0.014194914158299987
Imidazolium,NTf2,HeatCapacity,0.0013937334575215843
Imidazolium,NTf2,HeatCapacity,0.001232664843440645
Imidazolium,Other,HeatCapacity,0.0004564284772285987
Imidazolium,BF4,HeatCapacity,0.0025076957982781423
Imidazolium,PF6,HeatCapacity,0.012370041329888615
Imidazolium,Other,HeatCapacity,0.00179657179063053
Imidazolium,BF4,HeatCapacity,0.0063690640129934195
Phosphonium,Other,HeatCapacity,0.008930655027232781
Imidazolium,Carboxylate,HeatCapacity,0.0061631592518924805
Quaternary ammonium,Carboxylate,HeatCapacity,0.023878587748511926
Imidazolium,PF6,HeatCapacity,0.0005183527201522153
Imidazolium,NTf2,HeatCapacity,0.009328364132314526
Imidazolium,Other,HeatCapacity,0.010399784747726848
Imidazolium,NTf2,HeatCapacity,0.006968541100931702
Imidazolium,NTf2,HeatCapacity,0.0004395813718041097
Imidazolium,Other,HeatCapacity,0.013380946402167027
Imidazolium,PF6,HeatCapacity,0.00046293850760381616
Imidazolium,Other,HeatCapacity,0.030373578832726622
Cholinium,Other,HeatCapacity,0.007450607460075531
Pyridinium,NTf2,HeatCapacity,0.0271755836195835
Imidazolium,NTf2,HeatCapacity,0.010375896559619235
Imidazolium,PF6,HeatCapacity,0.0011686233071248608
Protic ammonium,Carboxylate,HeatCapacity,0.0018343964221942954
Imidazolium,PF6,HeatCapacity,0.002735637104155586
Imidazolium,NTf2,HeatCapacity,0.002087141244973445
Imidazolium,PF6,HeatCapacity,0.0018549616626319931
Pyridinium,NTf2,HeatCapacity,0.012473549566010433
Quaternary ammonium,NTf2,HeatCapacity,0.004660591542267056
Imidazolium,Other,HeatCapacity,0.012025823666899527
Imidazolium,Hydrogen sulfate,HeatCapacity,0.030883761084161243
Imidazolium,NTf2,HeatCapacity,0.05672459606606761
Pyridinium,NTf2,HeatCapacity,0.002203429998096418
Imidazolium,NTf2,HeatCapacity,0.007505375334377895
Imidazolium,PF6,HeatCapacity,0.005339609978938675
Imidazolium,Other,HeatCapacity,0.008016625248312259
Imidazolium,NTf2,HeatCapacity,0.00046585412063837595
Imidazolium,Other,HeatCapacity,0.00023514184351558498
Imidazolium,PF6,HeatCapacity,0.0034518678485166987
Imidazolium,BF4,HeatCapacity,0.011708682000683979
Imidazolium,Other,HeatCapacity,0.012540409576264011
Imidazolium,PF6,HeatCapacity,0.022144329507451488
Imidazolium,Other,HeatCapacity,0.004153233629765829
Imidazolium,Hydrogen sulfate,HeatCapacity,0.02983420748927479
Phosphonium,Other,HeatCapacity,0.0077800075236353905
Imidazolium,PF6,HeatCapacity,0.002210074220516667
Imidazolium,NTf2,HeatCapacity,0.08170368512093962
Imidazolium,PF6,HeatCapacity,0.006191291709561675
Imidazolium,PF6,HeatCapacity,0.0019903095475655164
Imidazolium,NTf2,HeatCapacity,0.0043191757050236035
Phosphonium,Other,HeatCapacity,0.011014021263105356
Imidazolium,Other,HeatCapacity,0.0354647070339249
Pyridinium,BF4,HeatCapacity,0.02012255670971186
Imidazolium,Other,HeatCapacity,0.00393001835602913
Imidazolium,PF6,HeatCapacity,0.002273096742781533
Imidazolium,Other,HeatCapacity,0.018004817224813507
Imidazolium,Other,HeatCapacity,0.0014648613419332435
Imidazolium,PF6,HeatCapacity,0.0017504215047390304
Imidazolium,PF6,HeatCapacity,0.0028591297945990135
Pyridinium,NTf2,HeatCapacity,0.0012513374695712898
Phosphonium,Other,HeatCapacity,0.004502336440064703
Imidazolium,PF6,HeatCapacity,0.006459722925994171
Imidazolium,BF4,HeatCapacity,0.0017027999721745957
Imidazolium,PF6,HeatCapacity,0.014575838778815076
Imidazolium,PF6,HeatCapacity,0.0005827304288192892
Imidazolium,Hydrogen sulfate,HeatCapacity,0.008991347571273955
Imidazolium,Other,HeatCapacity,0.009429017224779734
Imidazolium,BF4,HeatCapacity,0.008652281387740324
Imidazolium,NTf2,HeatCapacity,0.0069513250362343015
