display_cation,display_anion,property,abs_log_error
Imidazolium,Other,ElectricalConductivity,0.535058686370182
Pyridinium,Other,ElectricalConductivity,0.23092415212677986
Phosphonium,Other,ElectricalConductivity,0.25633345290395004
Imidazolium,BF4,ElectricalConductivity,0.16835447178506957
Imidazolium,Other,ElectricalConductivity,0.11539855692309686
Imidazolium,Other,ElectricalConductivity,2.555508444153158
Phosphonium,Other,ElectricalConductivity,0.014229247470582518
Imidazolium,NTf2,ElectricalConductivity,0.011217843843249309
Pyridinium,Other,ElectricalConductivity,0.21095914264376903
Imidazolium,NTf2,ElectricalConductivity,0.041029181513179136
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.2738794836717888
Phosphonium,NTf2,ElectricalConductivity,0.05314009030192113
Imidazolium,Other,ElectricalConductivity,0.039701575184907245
Imidazolium,PF6,ElectricalConductivity,0.008989702352049322
Phosphonium,Carboxylate,ElectricalConductivity,0.09188136491449495
Phosphonium,NTf2,ElectricalConductivity,0.036594599892586954
Imidazolium,PF6,ElectricalConductivity,0.04255194697192832
Pyridinium,NTf2,ElectricalConductivity,0.06979070009510055
Phosphonium,Other,ElectricalConductivity,0.1557253990152221
Pyridinium,NTf2,ElectricalConductivity,0.03834474881347372
Imidazolium,Other,ElectricalConductivity,0.05098382048503369
Imidazolium,Other,ElectricalConductivity,0.055639920133499055
Imidazolium,NTf2,ElectricalConductivity,0.06235514758575267
Imidazolium,NTf2,ElectricalConductivity,0.0890458472348985
Imidazolium,NTf2,ElectricalConductivity,0.0860869211671556
Imidazolium,Other,ElectricalConductivity,0.019013698806834914
Protic ammonium,Other,ElectricalConductivity,0.15341869223762117
Imidazolium,Other,ElectricalConductivity,0.21812472581109343
Pyridinium,NTf2,ElectricalConductivity,0.07872565612640259
Pyridinium,BF4,ElectricalConductivity,0.010442187509109413
Imidazolium,Carboxylate,ElectricalConductivity,0.08992514707588017
Pyridinium,BF4,ElectricalConductivity,0.0034220520026566614
Pyridinium,Carboxylate,ElectricalConductivity,0.14532532147293775
Imidazolium,Other,ElectricalConductivity,0.06205710068692985
Phosphonium,Other,ElectricalConductivity,0.018859317595701697
Imidazolium,NTf2,ElectricalConductivity,0.07632618995080157
Pyridinium,BF4,ElectricalConductivity,0.007706166765627853
Pyridinium,BF4,ElectricalConductivity,0.13297196231983976
Imidazolium,Other,ElectricalConductivity,0.09235036075977726
Pyridinium,NTf2,ElectricalConductivity,0.11625410795147628
Quaternary ammonium,Carboxylate,ElectricalConductivity,0.15485313820635715
Imidazolium,Other,ElectricalConductivity,0.114320484631616
Imidazolium,Other,ElectricalConductivity,0.2888904472252831
Phosphonium,NTf2,ElectricalConductivity,0.3545248815974844
Pyridinium,NTf2,ElectricalConductivity,0.006333383358764877
Pyridinium,NTf2,ElectricalConductivity,0.027983205709586567
Imidazolium,PF6,ElectricalConductivity,0.017551742057127395
Imidazolium,BF4,ElectricalConductivity,0.03234975130616635
Imidazolium,Other,ElectricalConductivity,0.058250170597773376
Phosphonium,Other,ElectricalConductivity,0.18710977093241077
Pyridinium,NTf2,ElectricalConductivity,0.07784936546544383
Imidazolium,Other,ElectricalConductivity,0.025934071557720872
Imidazolium,NTf2,ElectricalConductivity,0.012570275102334438
Quaternary ammonium,NTf2,ElectricalConductivity,0.07336853922124442
Imidazolium,BF4,ElectricalConductivity,0.1234579530829713
Phosphonium,NTf2,ElectricalConductivity,0.09585895203504824
Imidazolium,Other,ElectricalConductivity,13.190881724697308
Pyridinium,BF4,ElectricalConductivity,0.00773975852768094
Imidazolium,Other,ElectricalConductivity,0.148240389375335
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.027619185650093137
Imidazolium,Carboxylate,ElectricalConductivity,0.2571121487590351
Imidazolium,NTf2,ElectricalConductivity,0.0705268165618087
Pyridinium,NTf2,ElectricalConductivity,0.08254733989801477
Protic ammonium,Carboxylate,ElectricalConductivity,0.054395928844797714
Imidazolium,NTf2,ElectricalConductivity,0.09729367749685525
Imidazolium,NTf2,ElectricalConductivity,0.05061282488879526
Quaternary ammonium,NTf2,ElectricalConductivity,0.10203039915531598
Protic ammonium,Other,ElectricalConductivity,0.13802640797666865
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.07955580448297006
Pyridinium,NTf2,ElectricalConductivity,0.06353220362347103
Imidazolium,Other,ElectricalConductivity,0.019300878783037767
Pyridinium,BF4,ElectricalConductivity,0.03496312265170215
Imidazolium,Other,ElectricalConductivity,0.06432939244168856
Pyridinium,NTf2,ElectricalConductivity,0.03148524409063583
Imidazolium,NTf2,ElectricalConductivity,0.07026291070816137
Imidazolium,PF6,ElectricalConductivity,0.03347629929210383
Imidazolium,NTf2,ElectricalConductivity,0.022120535325936483
Imidazolium,Other,ElectricalConductivity,0.008576854028827366
Imidazolium,BF4,ElectricalConductivity,0.040100326659476826
Imidazolium,Other,ElectricalConductivity,0.03465392892091773
Imidazolium,NTf2,ElectricalConductivity,0.017694089018856385
Imidazolium,Other,ElectricalConductivity,0.06291577040599045
Imidazolium,Other,ElectricalConductivity,0.707589696871608
Protic ammonium,Carboxylate,ElectricalConductivity,0.03328623917191287
Imidazolium,Carboxylate,ElectricalConductivity,0.011503335293920447
Quaternary ammonium,NTf2,ElectricalConductivity,0.2189876921635019
Quaternary ammonium,NTf2,ElectricalConductivity,0.00046060421683025154
Quaternary ammonium,Carboxylate,ElectricalConductivity,0.017648668568872705
Imidazolium,Other,ElectricalConductivity,0.02350370582581418
Imidazolium,BF4,ElectricalConductivity,0.7773569741409672
Imidazolium,NTf2,ElectricalConductivity,0.09472386364964969
Phosphonium,Carboxylate,ElectricalConductivity,0.09954182931022171
Imidazolium,NTf2,ElectricalConductivity,0.05776864843013085
Imidazolium,NTf2,ElectricalConductivity,0.06882979500744807
Pyridinium,BF4,ElectricalConductivity,0.07459223327573405
Imidazolium,NTf2,ElectricalConductivity,0.04352973302014107
Phosphonium,Other,ElectricalConductivity,0.07169941842091143
Phosphonium,Other,ElectricalConductivity,0.0829489763983724
Imidazolium,NTf2,ElectricalConductivity,0.004665339019690906
Imidazolium,Other,ElectricalConductivity,0.035497735186135415
Pyridinium,NTf2,ElectricalConductivity,0.05137797304093927
Imidazolium,Other,ElectricalConductivity,0.1678389080761855
Imidazolium,NTf2,ElectricalConductivity,0.059584039913968545
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.009669818441659817
Imidazolium,NTf2,ElectricalConductivity,0.005037556478524885
Quaternary ammonium,NTf2,ElectricalConductivity,0.017965804484624037
Pyridinium,NTf2,ElectricalConductivity,0.03148806865049503
Imidazolium,Other,ElectricalConductivity,0.0707592049719632
Imidazolium,PF6,ElectricalConductivity,0.0367740336610817
Imidazolium,NTf2,ElectricalConductivity,0.05063222834543235
Imidazolium,Carboxylate,ElectricalConductivity,0.0012683895064669048
Imidazolium,BF4,ElectricalConductivity,0.037850876341866346
Imidazolium,NTf2,ElectricalConductivity,0.062356929468760036
Protic ammonium,Other,ElectricalConductivity,0.05886133357328349
Phosphonium,Carboxylate,ElectricalConductivity,0.09341386477844171
Protic ammonium,Carboxylate,ElectricalConductivity,0.0842246775871136
Imidazolium,Other,ElectricalConductivity,0.044386293928663
Imidazolium,BF4,ElectricalConductivity,0.17444894455992888
Imidazolium,NTf2,ElectricalConductivity,0.2298578875521335
Imidazolium,PF6,ElectricalConductivity,0.34532689221401014
Imidazolium,NTf2,ElectricalConductivity,0.019097157475504195
Imidazolium,Carboxylate,ElectricalConductivity,0.05028641279902362
Imidazolium,BF4,ElectricalConductivity,0.18893897549934668
Imidazolium,Other,ElectricalConductivity,0.10230952325313677
Imidazolium,Other,ElectricalConductivity,0.0687566414739158
Imidazolium,NTf2,ElectricalConductivity,0.1199142041800747
Imidazolium,Other,ElectricalConductivity,0.05612542941203702
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.3072551051772704
Quaternary ammonium,NTf2,ElectricalConductivity,0.027161111002054206
Phosphonium,NTf2,ElectricalConductivity,0.18785804370319736
Protic ammonium,Other,ElectricalConductivity,0.16445894959441465
Imidazolium,Other,ElectricalConductivity,0.0622888740715945
Pyridinium,NTf2,ElectricalConductivity,0.002978131418553076
Imidazolium,BF4,ElectricalConductivity,0.08888435903750103
Imidazolium,NTf2,ElectricalConductivity,0.1021180435281511
Imidazolium,PF6,ElectricalConductivity,0.056726537494318
Imidazolium,PF6,ElectricalConductivity,0.04736520150935419
Phosphonium,Other,ElectricalConductivity,0.1629524467619885
Pyridinium,NTf2,ElectricalConductivity,0.28915155900514156
Imidazolium,PF6,ElectricalConductivity,0.014050749148873276
Imidazolium,NTf2,ElectricalConductivity,0.02035566066978811
Imidazolium,NTf2,ElectricalConductivity,0.028148840145229448
Imidazolium,PF6,ElectricalConductivity,0.028208616236021
Imidazolium,PF6,ElectricalConductivity,0.04873433338267974
Imidazolium,NTf2,ElectricalConductivity,0.42241499470481986
Imidazolium,Other,ElectricalConductivity,0.2492353211270247
Imidazolium,Other,ElectricalConductivity,0.03901268718286604
Imidazolium,Other,ElectricalConductivity,0.02318711507379656
Phosphonium,Other,ElectricalConductivity,0.20548321580696172
Imidazolium,Carboxylate,ElectricalConductivity,0.09309454984467119
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.01639687887665775
Imidazolium,Other,ElectricalConductivity,0.09478197845815517
Imidazolium,Other,ElectricalConductivity,0.20441719583778695
Imidazolium,Other,ElectricalConductivity,0.05670504132374288
Quaternary ammonium,NTf2,ElectricalConductivity,0.23345447163869082
Imidazolium,BF4,ElectricalConductivity,0.029939824876100696
Imidazolium,BF4,ElectricalConductivity,0.08401106198547337
Imidazolium,NTf2,ElectricalConductivity,0.01791654041014823
Pyridinium,BF4,ElectricalConductivity,0.017694334567599057
Imidazolium,Other,ElectricalConductivity,0.02068754506895376
Protic ammonium,Carboxylate,ElectricalConductivity,0.2019311260096286
Quaternary ammonium,NTf2,ElectricalConductivity,0.014180659066877155
Pyridinium,BF4,ElectricalConductivity,0.07818613315596146
Imidazolium,Other,ElectricalConductivity,0.05707569027980619
Imidazolium,Other,ElectricalConductivity,0.2605666509545571
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.03287013220203083
Protic ammonium,Carboxylate,ElectricalConductivity,1.9946674930276926
Imidazolium,Carboxylate,ElectricalConductivity,0.24473992968037084
Pyridinium,Carboxylate,ElectricalConductivity,0.028623505499496105
Imidazolium,NTf2,ElectricalConductivity,0.05544919775219126
Imidazolium,Other,ElectricalConductivity,0.19029458049319192
Imidazolium,Other,ElectricalConductivity,0.043689932223559325
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.006160863868775169
Imidazolium,Other,ElectricalConductivity,0.7176176796188949
Imidazolium,Carboxylate,ElectricalConductivity,0.046033017419767175
Imidazolium,PF6,ElectricalConductivity,0.02898697649424742
Imidazolium,Other,ElectricalConductivity,0.029815886395955005
Pyridinium,BF4,ElectricalConductivity,0.0047729118467102205
Imidazolium,BF4,ElectricalConductivity,0.4941791083160605
Phosphonium,Other,ElectricalConductivity,0.2916772697976304
Imidazolium,NTf2,ElectricalConductivity,0.0695930318430447
Protic ammonium,Carboxylate,ElectricalConductivity,0.0696469314914161
Imidazolium,Other,ElectricalConductivity,0.1089130352522858
Imidazolium,Other,ElectricalConductivity,0.5206178829354842
Imidazolium,BF4,ElectricalConductivity,0.1549732585250571
Imidazolium,BF4,ElectricalConductivity,0.009483237323075544
Phosphonium,NTf2,ElectricalConductivity,0.18323801240342275
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.17283511966840476
Imidazolium,Other,ElectricalConductivity,3.9783694496244637
Imidazolium,Carboxylate,ElectricalConductivity,0.11709592824321913
Imidazolium,NTf2,ElectricalConductivity,0.21142510495670003
Pyridinium,NTf2,ElectricalConductivity,0.10960102019300055
Phosphonium,NTf2,ElectricalConductivity,0.01790985460709571
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.009929696644111474
Imidazolium,NTf2,ElectricalConductivity,0.024111674328926802
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.0005847956208722138
Imidazolium,NTf2,ElectricalConductivity,0.10727666491501697
Imidazolium,Carboxylate,ElectricalConductivity,0.09567130777158872
Imidazolium,NTf2,ElectricalConductivity,0.1287707421579407
Phosphonium,NTf2,ElectricalConductivity,0.07988338173812437
Imidazolium,Other,ElectricalConductivity,0.1007395883006077
Imidazolium,Carboxylate,ElectricalConductivity,0.054655036588445505
Pyridinium,NTf2,ElectricalConductivity,0.0741475128928592
Imidazolium,NTf2,ElectricalConductivity,0.03684569286582004
Imidazolium,BF4,ElectricalConductivity,0.18189448148329124
Pyridinium,NTf2,ElectricalConductivity,0.09816795416449728
Imidazolium,Other,ElectricalConductivity,0.03733944980730142
Imidazolium,Other,ElectricalConductivity,0.5363368637453314
Imidazolium,NTf2,ElectricalConductivity,0.04565291295120111
Imidazolium,BF4,ElectricalConductivity,0.13855250291900223
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.023475688835205233
Imidazolium,BF4,ElectricalConductivity,0.0826753849439803
Imidazolium,PF6,ElectricalConductivity,0.04801717153645013
Phosphonium,Other,ElectricalConductivity,1.0115016969895496
Imidazolium,NTf2,ElectricalConductivity,0.013509380153977735
Phosphonium,Other,ElectricalConductivity,0.04196273525597287
Imidazolium,BF4,ElectricalConductivity,2.5410022881379932
Pyridinium,Other,ElectricalConductivity,0.045955507104113696
Imidazolium,BF4,ElectricalConductivity,0.2507037326895549
Imidazolium,Other,ElectricalConductivity,0.02952241262788613
Imidazolium,BF4,ElectricalConductivity,0.018686008507990515
Imidazolium,Carboxylate,ElectricalConductivity,0.06365265738488746
Imidazolium,NTf2,ElectricalConductivity,0.47667100709957677
Imidazolium,NTf2,ElectricalConductivity,0.044964543932872414
Pyridinium,NTf2,ElectricalConductivity,0.061176035225009695
Protic ammonium,Carboxylate,ElectricalConductivity,0.08461497208977328
Imidazolium,PF6,ElectricalConductivity,0.09292394514852542
Phosphonium,Hydrogen sulfate,ElectricalConductivity,0.0368092977739336
Imidazolium,Other,ElectricalConductivity,0.05607615493533328
Protic ammonium,Carboxylate,ElectricalConductivity,0.07214257449689532
Imidazolium,Other,ElectricalConductivity,0.008063415077579683
Imidazolium,BF4,ElectricalConductivity,0.04555462584687309
Imidazolium,BF4,ElectricalConductivity,0.056896029484041044
Imidazolium,NTf2,ElectricalConductivity,0.20950384784749126
Phosphonium,NTf2,ElectricalConductivity,0.028903588688127146
Pyridinium,Other,ElectricalConductivity,0.7712540406854993
Protic ammonium,Carboxylate,ElectricalConductivity,0.1445479331668964
Imidazolium,NTf2,ElectricalConductivity,0.12397938640908623
Pyridinium,Other,ElectricalConductivity,0.11146948462612494
Imidazolium,Other,ElectricalConductivity,0.058511638935729304
Phosphonium,Carboxylate,ElectricalConductivity,0.08108280979577343
Imidazolium,Other,ElectricalConductivity,0.011850426123305835
Imidazolium,Other,ElectricalConductivity,0.007342875474593891
Imidazolium,BF4,ElectricalConductivity,0.165209042272628
Imidazolium,Other,ElectricalConductivity,0.048871389430731105
Imidazolium,Other,ElectricalConductivity,0.011326790838097733
Imidazolium,BF4,ElectricalConductivity,0.021448567666603857
Imidazolium,Other,ElectricalConductivity,0.6255112403794328
Imidazolium,Carboxylate,ElectricalConductivity,0.22962246380580642
Imidazolium,Other,ElectricalConductivity,0.061707637645124214
Imidazolium,BF4,ElectricalConductivity,0.14633492698065412
Quaternary ammonium,NTf2,ElectricalConductivity,0.2715568574446734
Imidazolium,PF6,ElectricalConductivity,0.20106537054189588
Imidazolium,NTf2,ElectricalConductivity,0.13830097893088128
Imidazolium,NTf2,ElectricalConductivity,0.0049140175257407215
Phosphonium,Other,ElectricalConductivity,0.13831471782158555
Imidazolium,Other,ElectricalConductivity,0.059587052539235796
Imidazolium,BF4,ElectricalConductivity,0.08804620769682359
Imidazolium,NTf2,ElectricalConductivity,0.023652736529340634
Imidazolium,Other,ElectricalConductivity,0.21012625110538363
Quaternary ammonium,NTf2,ElectricalConductivity,0.34395875298217105
Imidazolium,BF4,ElectricalConductivity,0.3081082877322441
Pyridinium,NTf2,ElectricalConductivity,0.05099510489813275
Imidazolium,Other,ElectricalConductivity,0.13485534049641945
Imidazolium,BF4,ElectricalConductivity,0.009264517524568062
Imidazolium,Other,ElectricalConductivity,0.1674590987877178
Imidazolium,NTf2,ElectricalConductivity,0.05352582862095989
Imidazolium,Other,ElectricalConductivity,0.07155237565899393
Imidazolium,BF4,ElectricalConductivity,0.06495577952932585
Imidazolium,Other,ElectricalConductivity,0.202660790873062
Imidazolium,Other,ElectricalConductivity,0.11183695734467225
Imidazolium,Other,ElectricalConductivity,0.07552379147160748
Imidazolium,BF4,ElectricalConductivity,0.08546896972984663
Imidazolium,Other,ElectricalConductivity,0.05339240366880538
Imidazolium,NTf2,ElectricalConductivity,0.13849313654025952
Pyridinium,NTf2,ElectricalConductivity,0.0449146570225655
Protic ammonium,Carboxylate,ElectricalConductivity,0.0941217056566952
Phosphonium,Other,ElectricalConductivity,0.12217618493457172
Imidazolium,NTf2,ElectricalConductivity,0.10288233043498862
Pyridinium,BF4,ElectricalConductivity,0.001683894508176298
Pyridinium,NTf2,ElectricalConductivity,0.07295744394059867
Imidazolium,BF4,ElectricalConductivity,0.40086693364108117
Phosphonium,Other,ElectricalConductivity,0.053151563916287614
Imidazolium,Other,ElectricalConductivity,0.13123503574709527
Imidazolium,NTf2,ElectricalConductivity,0.11320060201159388
Phosphonium,NTf2,ElectricalConductivity,0.17466799166618374
Imidazolium,Other,ElectricalConductivity,0.05219859525724846
Imidazolium,Other,ElectricalConductivity,0.14474494054159637
Pyridinium,Other,ElectricalConductivity,0.07952514596786744
Imidazolium,Other,ElectricalConductivity,0.05187973580001903
Imidazolium,PF6,ElectricalConductivity,0.3840890162929672
Imidazolium,NTf2,ElectricalConductivity,0.06593879563735161
Imidazolium,NTf2,ElectricalConductivity,0.09977859777599307
Imidazolium,BF4,ElectricalConductivity,0.06164063248574814
Phosphonium,Carboxylate,ElectricalConductivity,0.13622343385322822
Imidazolium,Other,ElectricalConductivity,0.12055359192716153
Imidazolium,Other,ElectricalConductivity,0.027658884596518662
Pyridinium,NTf2,ElectricalConductivity,0.17388066422931747
Phosphonium,Other,ElectricalConductivity,0.1445342770585194
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.06064533424023799
Pyridinium,Carboxylate,ElectricalConductivity,0.02025604453059593
Imidazolium,Other,ElectricalConductivity,0.04761194997007878
Imidazolium,Other,ElectricalConductivity,0.11499502577033105
Imidazolium,Carboxylate,ElectricalConductivity,0.09941710963947481
Imidazolium,NTf2,ElectricalConductivity,0.015342481736772218
Imidazolium,Other,ElectricalConductivity,0.04957660873335906
Imidazolium,NTf2,ElectricalConductivity,0.27968066362949917
Imidazolium,BF4,ElectricalConductivity,0.01214030730368268
Imidazolium,PF6,ElectricalConductivity,0.07498770807065158
Imidazolium,Other,ElectricalConductivity,0.23686734445209312
Quaternary ammonium,NTf2,ElectricalConductivity,0.8477577403864691
Quaternary ammonium,Other,ElectricalConductivity,0.06271859292350057
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.12484706411301702
Pyridinium,BF4,ElectricalConductivity,0.1868367122890353
Imidazolium,Other,ElectricalConductivity,1.0347638036981035
Imidazolium,Carboxylate,ElectricalConductivity,0.04793602420480708
Pyridinium,NTf2,ElectricalConductivity,0.03094710189565264
Pyridinium,NTf2,ElectricalConductivity,0.04952518122858307
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.0023534610987208104
Phosphonium,Other,ElectricalConductivity,0.026356862834268302
Imidazolium,Other,ElectricalConductivity,0.06694130025387601
Pyridinium,NTf2,ElectricalConductivity,0.0824298270243877
Imidazolium,Other,ElectricalConductivity,0.030346593761471086
Imidazolium,Carboxylate,ElectricalConductivity,0.06259308459512836
Imidazolium,NTf2,ElectricalConductivity,0.01131320391244195
Imidazolium,BF4,ElectricalConductivity,0.00162163911924873
Phosphonium,NTf2,ElectricalConductivity,0.21319541945963127
Imidazolium,Other,ElectricalConductivity,0.07532025573385503
Imidazolium,NTf2,ElectricalConductivity,0.07210858214168536
Imidazolium,Other,ElectricalConductivity,0.037331921666102774
Pyridinium,NTf2,ElectricalConductivity,0.1493036020035603
Imidazolium,NTf2,ElectricalConductivity,0.12874662743463872
Phosphonium,Carboxylate,ElectricalConductivity,0.13862543865479715
Phosphonium,NTf2,ElectricalConductivity,0.0023491306194910033
Imidazolium,NTf2,ElectricalConductivity,0.06286203649397837
Pyridinium,NTf2,ElectricalConductivity,0.11640078873724147
Imidazolium,PF6,ElectricalConductivity,0.16944094794381276
Imidazolium,Carboxylate,ElectricalConductivity,0.06134557050611167
Pyridinium,NTf2,ElectricalConductivity,0.0010267568424651152
Imidazolium,Carboxylate,ElectricalConductivity,0.037353856912131445
Imidazolium,Other,ElectricalConductivity,0.0444853791249428
Imidazolium,NTf2,ElectricalConductivity,0.003506200110533153
Imidazolium,NTf2,ElectricalConductivity,0.05465277809430656
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.03313938172818076
Imidazolium,NTf2,ElectricalConductivity,0.008303089474565206
Imidazolium,NTf2,ElectricalConductivity,0.0667423086461445
Imidazolium,Other,ElectricalConductivity,0.060256989415539586
Pyridinium,NTf2,ElectricalConductivity,0.036791972985527055
Imidazolium,NTf2,ElectricalConductivity,0.16829161187565023
Imidazolium,NTf2,ElectricalConductivity,0.15655203445827603
Imidazolium,Other,ElectricalConductivity,0.03471313086702055
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.06982722579835876
Imidazolium,NTf2,ElectricalConductivity,0.015488067198440633
Imidazolium,NTf2,ElectricalConductivity,0.07585545863685716
Imidazolium,NTf2,ElectricalConductivity,0.09839874139085225
Imidazolium,BF4,ElectricalConductivity,0.03765863885578513
Quaternary ammonium,NTf2,ElectricalConductivity,0.0885403464998662
Imidazolium,Other,ElectricalConductivity,0.05417402305766458
Quaternary ammonium,Other,ElectricalConductivity,0.0040082432634827025
Pyridinium,BF4,ElectricalConductivity,0.04022455536786573
Imidazolium,Other,ElectricalConductivity,0.10538528699606431
Imidazolium,BF4,ElectricalConductivity,0.0007723532290773161
Imidazolium,BF4,ElectricalConductivity,0.010530688122600107
Imidazolium,NTf2,ElectricalConductivity,0.10986605526613058
Pyridinium,NTf2,ElectricalConductivity,0.02290608147700035
Imidazolium,Other,ElectricalConductivity,0.024519916954105714
Imidazolium,Other,ElectricalConductivity,0.05013808404720943
Pyridinium,NTf2,ElectricalConductivity,0.00046683505001254844
Imidazolium,Other,ElectricalConductivity,0.18201861549052412
Imidazolium,NTf2,ElectricalConductivity,0.1190459658720191
Imidazolium,Other,ElectricalConductivity,0.04799600981429508
Imidazolium,Carboxylate,ElectricalConductivity,0.007672091320550356
Phosphonium,NTf2,ElectricalConductivity,0.34380601950323886
Imidazolium,Carboxylate,ElectricalConductivity,0.08495400690916188
Imidazolium,Other,ElectricalConductivity,0.027675513494766046
Imidazolium,PF6,ElectricalConductivity,0.0311683272892056
Imidazolium,PF6,ElectricalConductivity,0.09940757619775198
Imidazolium,BF4,ElectricalConductivity,0.3339841901695939
Imidazolium,BF4,ElectricalConductivity,0.5759847419033106
Pyridinium,BF4,ElectricalConductivity,0.06690522404909749
Pyridinium,NTf2,ElectricalConductivity,0.24497369893327803
Imidazolium,PF6,ElectricalConductivity,0.41599179530155195
Imidazolium,Other,ElectricalConductivity,1.4547969677405703
Protic ammonium,Other,ElectricalConductivity,0.09113974611890746
Imidazolium,BF4,ElectricalConductivity,0.06128032984139775
Imidazolium,NTf2,ElectricalConductivity,0.006390888410528928
Quaternary ammonium,NTf2,ElectricalConductivity,0.23250629367608155
Pyridinium,Hydrogen sulfate,ElectricalConductivity,0.04439781723534808
Imidazolium,NTf2,ElectricalConductivity,0.09675412080893686
Imidazolium,BF4,ElectricalConductivity,0.019534739458588746
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.03715477536698231
Protic ammonium,Other,ElectricalConductivity,0.08555383364395808
Phosphonium,Other,ElectricalConductivity,0.4592534437566176
Imidazolium,Other,ElectricalConductivity,0.13909635794508735
Pyridinium,NTf2,ElectricalConductivity,0.10102975014195348
Pyridinium,NTf2,ElectricalConductivity,0.057227211322621985
Quaternary ammonium,NTf2,ElectricalConductivity,0.04225003421509044
Phosphonium,Other,ElectricalConductivity,0.05707987376226331
Imidazolium,Other,ElectricalConductivity,0.07949373296497791
Pyridinium,BF4,ElectricalConductivity,0.016622053958788907
Phosphonium,Carboxylate,ElectricalConductivity,0.1357008011589551
Imidazolium,Other,ElectricalConductivity,0.16229553161693033
Imidazolium,Hydrogen sulfate,ElectricalConductivity,0.23960143558516522
Imidazolium,NTf2,ElectricalConductivity,0.12197233352521497
Imidazolium,Other,ElectricalConductivity,0.00871384059874315
Imidazolium,Other,ElectricalConductivity,0.04227449884675316
Imidazolium,NTf2,ElectricalConductivity,0.03831756987983492
Pyridinium,BF4,ElectricalConductivity,0.04511831567958624
Pyridinium,NTf2,ElectricalConductivity,0.010614561829487168
Imidazolium,BF4,ElectricalConductivity,0.5829636324991947
Imidazolium,Other,ElectricalConductivity,0.018889768711369825
Imidazolium,PF6,ElectricalConductivity,0.3570317706452091
Pyridinium,BF4,ElectricalConductivity,0.010234154510977866
Quaternary ammonium,NTf2,ElectricalConductivity,0.3965225660897127
Imidazolium,Other,ElectricalConductivity,0.0925796060458396
Pyridinium,NTf2,ElectricalConductivity,0.0786198899495496
Imidazolium,Other,ElectricalConductivity,0.027553031473633305
Pyridinium,BF4,ElectricalConductivity,0.04966591561177813
Phosphonium,Carboxylate,ElectricalConductivity,0.10556323677062407
Imidazolium,Other,ElectricalConductivity,0.22394637348971025
Imidazolium,Other,ElectricalConductivity,0.19775762778101758
Imidazolium,BF4,ElectricalConductivity,0.0029408873312551376
Imidazolium,NTf2,ElectricalConductivity,0.0137241811471156
Imidazolium,Other,ElectricalConductivity,0.04838122919871202
Pyridinium,NTf2,ElectricalConductivity,0.07337056413876286
Pyridinium,NTf2,ElectricalConductivity,0.009929389764307794
Imidazolium,Carboxylate,ElectricalConductivity,0.032309495956216905
Pyridinium,NTf2,ElectricalConductivity,0.04955997332429041
Pyridinium,BF4,ElectricalConductivity,0.008561752908155196
Imidazolium,Carboxylate,ElectricalConductivity,0.10810017636132607
Quaternary ammonium,Other,ElectricalConductivity,0.03530393904546103
Imidazolium,BF4,ElectricalConductivity,0.021446976473248558
Protic ammonium,Other,ElectricalConductivity,0.09217166868331961
Quaternary ammonium,NTf2,ElectricalConductivity,0.0680857158032162
Pyridinium,Other,ElectricalConductivity,0.056018431702666405
Imidazolium,Other,ElectricalConductivity,0.04750161124619856
Pyridinium,NTf2,ElectricalConductivity,0.0639486622654162
Phosphonium,NTf2,ElectricalConductivity,1.693566831013949
Imidazolium,Other,ElectricalConductivity,0.02219308873121484
Pyridinium,BF4,ElectricalConductivity,0.013786367599311955
Imidazolium,BF4,ElectricalConductivity,0.04609204786840165
Quaternary ammonium,Other,ElectricalConductivity,0.031154646254409557
Pyridinium,BF4,ElectricalConductivity,0.029158654454207067
Imidazolium,Other,ElectricalConductivity,0.04604989664947823
Imidazolium,NTf2,ElectricalConductivity,0.05932280475709001
Imidazolium,NTf2,ElectricalConductivity,0.04744823674197596
Imidazolium,Carboxylate,ElectricalConductivity,0.05246460667244474
Pyridinium,Other,ElectricalConductivity,0.026995449607462287
Imidazolium,Other,ElectricalConductivity,0.09381227743958864
Imidazolium,Other,ElectricalConductivity,0.03868749473775847
Imidazolium,Other,ElectricalConductivity,0.5122617145351143
Imidazolium,Other,ElectricalConductivity,0.06591492869291282
Pyridinium,NTf2,ElectricalConductivity,0.014396017154653995
