property,abs_log_error,positive_prediction
Density,0.006229339594502115,True
Density,0.0023704089798508576,True
Density,0.0005687789499750906,True
Density,0.0017662989817432972,True
Density,0.0022568688945749926,True
Density,0.002613907753279854,True
Density,0.005414106200896107,True
Density,0.001095395369075547,True
Density,0.002779415084116721,True
Density,0.003024476694383438,True
Density,0.0045544170367612935,True
Density,0.0006275782697997556,True
Density,0.02768037010588653,True
Density,0.001034239040181184,True
Density,0.0026663013848926553,True
Density,0.0015802028239146892,True
Density,0.001084309561887764,True
Density,0.00466585750703441,True
Density,0.002446609821677548,True
Density,0.0008653779999336919,True
Density,0.006532687008640181,True
Density,0.00040572481114420356,True
Density,0.0001846100979916443,True
Density,0.0004049667036198912,True
Density,0.0003576754158958195,True
Density,0.004655284265489001,True
Density,0.005477916940375138,True
Density,0.00018736571877653319,True
Density,0.0020241392508841827,True
Density,0.001080858766163928,True
Density,0.02189356271309073,True
Density,0.004880921210991929,True
Density,0.0034771656158492092,True
Density,0.002603929431558072,True
Density,0.005283816857379442,True
Density,0.0011772403265544185,True
Density,0.0016740421633381075,True
Density,0.0012955201008155726,True
Density,0.0006727835883584277,True
Density,0.0011057453352671942,True
Density,0.004509073260605234,True
Density,0.0016093010388740225,True
Density,0.005044027914054894,True
Density,0.0045553192334040205,True
Density,0.0005722517816302286,True
Density,0.004881350043864252,True
Density,0.0011372264033964186,True
Density,0.001867336594778557,True
Density,0.0004986712309333896,True
Density,3.616745817680567e-05,True
Density,0.005192217676878386,True
Density,0.009296477577739992,True
Density,0.0006393399583553006,True
Density,0.0008467566746119815,True
Density,0.0005545005527807234,True
Density,0.004017838736853463,True
Density,0.003492451182951939,True
Density,0.0032459577907975046,True
Density,0.011616645984923402,True
Density,0.0069743353501161565,True
Density,0.001017540662942018,True
Density,0.003510362704862935,True
Density,0.0015798305053680295,True
Density,0.00014832533755804178,True
Density,0.0059433658824588065,True
Density,0.00022734757087938817,True
Density,0.0011958763780848258,True
Density,0.0011825401591876172,True
Density,0.0029674100534675674,True
Density,0.0024423106535849115,True
Density,0.0005697404426978636,True
Density,0.0008344018903150285,True
Density,0.007811074888246949,True
Density,0.0033750886638905797,True
Density,0.0004510524656451409,True
Density,0.003184746454292231,True
Density,0.0037283942842591955,True
Density,0.0008045133816931838,True
Density,0.0009731591399431139,True
Density,0.0017785512388659441,True
Density,0.006208487700487986,True
Density,0.0019989005552050187,True
Density,0.005317627705023753,True
Density,0.00041764364327079306,True
Density,0.004629586237601124,True
Density,0.0013271303664756928,True
Density,0.007986192877352138,True
Density,0.0022722019921479486,True
Density,0.0033893398181890078,True
Density,0.0220671298871169,True
Density,7.629637010264645e-05,True
Density,0.01025732145149938,True
Density,0.0015186869359631316,True
Density,0.16794538562148364,True
Density,0.005090203305170959,True
Density,0.00264264325396546,True
Density,0.0023636783848592913,True
Density,0.0014749009431804794,True
Density,0.0025066767674690738,True
Density,0.0026855183012655104,True
Density,0.00036430816995824955,True
Density,0.0014852884412999146,True
Density,0.004638212742958281,True
Density,8.86797936425765e-05,True
Density,0.00044155970470605155,True
Density,7.532766916096278e-05,True
Density,7.099488197326309e-05,True
Density,0.0024394962788880648,True
Density,0.0008282177966876247,True
Density,0.0011528796225359628,True
Density,0.001594617231190476,True
Density,0.004462268168495598,True
Density,0.0012778759435025933,True
Density,0.008581596876201303,True
Density,0.002850595149561208,True
Density,0.0033678859939234584,True
Density,0.0032239673104594857,True
Density,0.0019092315600213183,True
Density,0.0016861488854171824,True
Density,0.0006041969394869895,True
Density,0.0007982551350798062,True
Density,0.00590088284102297,True
Density,0.011456481290453624,True
Density,0.0017304906890505123,True
Density,0.0011506387878457147,True
Density,0.03636541690555806,True
Density,0.009879153620240722,True
Density,0.003974986693666693,True
Density,0.002700779208899995,True
Density,0.00551567198865488,True
Density,0.0010457640673218194,True
Density,0.0015678426536496204,True
Density,0.00045453299983488904,True
Density,0.0020413283841964613,True
Density,0.0021472836351437152,True
Density,0.008730391991231379,True
Density,0.005819872812680593,True
Density,0.002952581009591171,True
Density,0.004804601135041331,True
Density,0.0023230690827285017,True
Density,0.003972070679765238,True
Density,0.001264661124260158,True
Density,0.005371610085059153,True
Density,0.00020170636319782886,True
Density,0.0014339006686476807,True
Density,0.005696923769410667,True
Density,0.002328276379985894,True
Density,0.0037870021590578062,True
Density,0.0014443149860206006,True
Density,0.006540271985785218,True
Density,0.0015527078364767632,True
Density,0.0075102855534803226,True
Density,0.004261496456221536,True
Density,0.0014061687155182412,True
Density,0.003694114703950646,True
Density,0.0019746385711068015,True
Density,0.004409790300500482,True
Density,0.0028058323829487364,True
Density,0.00041245172732828905,True
Density,0.0005097737034276406,True
Density,0.00016436632143701502,True
Density,0.001602193290457521,True
Density,0.0007819740898931116,True
Density,0.000795002075105522,True
Density,0.0010584467577627876,True
Density,2.665043822158708e-05,True
Density,0.000822065804342742,True
Density,0.007724257609575957,True
Density,0.0012765755714294613,True
Density,0.0003277339578895422,True
Density,0.006537875480195687,True
Density,0.0046038263318299855,True
Density,0.0012270309611510655,True
Density,0.01213256613729996,True
Density,0.005538975355527498,True
Density,0.0042682443627510835,True
Density,0.005644754826859,True
Density,0.0008076668091998584,True
Density,0.003532480669933946,True
Density,0.004009267432334873,True
Density,0.003194354465224869,True
Density,0.0020047525547690626,True
Density,0.008373197335572513,True
Density,0.00928730731568006,True
Density,0.0005797733239001346,True
Density,0.0032757704020625056,True
Density,0.00022690554158621978,True
Density,0.005192358270289077,True
Density,0.0020490904034193846,True
Density,3.2451378366715744e-06,True
Density,0.0038451844036844207,True
Density,0.0030260254387792784,True
