property,Temperature_K,temperature_bin,abs_log_error
Density,315.648,300-320,0.0001550699724646165
Density,353.15,320-360,0.003607168141114947
Density,293.15,280-300,0.0020432958386793487
Density,333.15,320-360,0.0018148541877280877
Density,318.15,300-320,0.0004701613096971258
Density,318.15,300-320,0.0014662468770456627
Density,353.15,320-360,0.0017237399793854635
Density,337.15,320-360,0.004543332599851624
Density,313.155,300-320,0.0023780191726947564
Density,303.15,300-320,0.006223823606151591
Density,293.15,280-300,0.0007401159930955359
Density,315.65,300-320,0.0009079602026051958
Density,308.15,300-320,6.252853398081015e-05
Density,313.0,300-320,0.005399694121348553
Density,333.15,320-360,0.015265058246418661
Density,308.15,300-320,0.008653703173925997
Density,328.15,320-360,0.003201034404072267
Density,328.15,320-360,0.0171274999342792
Density,338.15,320-360,0.006908019057700443
Density,303.15,300-320,0.004498518625526415
Density,288.15,280-300,0.002168192559855342
Density,353.15,320-360,0.00016410868540539525
Density,283.15,280-300,0.001343307011627104
Density,363.0,>360,0.0028724390335632677
Density,350.15,320-360,0.0012360319043898116
Density,298.15,280-300,0.003996814869219101
Density,342.15,320-360,0.0022372910865744444
Density,308.13,300-320,0.0036292634548811264
Density,353.0,320-360,0.005254676619345311
Density,318.15,300-320,0.00846893970747331
Density,290.4,280-300,0.00028755966853211135
Density,363.15,>360,0.0030907785258511566
Density,283.15,280-300,0.001166467280898864
Density,343.15,320-360,0.001308430741243427
Density,320.65,320-360,0.0007418909807261898
Density,288.15,280-300,0.005776950649578616
Density,343.15,320-360,0.006702400673470166
Density,305.15,300-320,0.004711238498654957
Density,307.647,300-320,0.00012879043742941576
Density,300.15,300-320,0.0005980185403640093
Density,378.15,>360,0.000174513525178277
Density,347.91,320-360,0.0022014532311915858
Density,333.15,320-360,0.010009720151400003
Density,323.15,320-360,0.0013257630134431153
Density,298.15,280-300,0.010440746640397514
Density,347.15,320-360,0.0015987211338490681
Density,293.15,280-300,0.001586377868924238
Density,308.15,300-320,0.0005587455450815071
Density,333.15,320-360,0.004837948177265794
Density,313.15,300-320,0.0010351180702601326
Density,288.15,280-300,0.00026897018951821394
Density,323.15,320-360,0.004547615999648258
Density,299.2,280-300,0.003404136878089048
Density,308.1,300-320,0.033975096382262926
Density,313.15,300-320,0.005567949017772911
Density,332.15,320-360,0.002346654913903734
Density,353.15,320-360,0.00039818382526046747
Density,364.46,>360,0.0020274729720801687
Density,323.15,320-360,0.00042300064625599987
Density,299.15,280-300,0.004045970967527346
Density,313.15,300-320,0.0012321821248990616
Density,308.0,300-320,0.004560023991089679
Density,318.15,300-320,0.00042204609442819674
Density,347.15,320-360,0.003007375275317692
Density,320.15,320-360,0.002446657321466539
Density,338.44,320-360,0.0003743672098712736
Density,299.15,280-300,0.0007729727448815282
Density,298.0,280-300,0.001091028793834603
Density,296.4,280-300,0.0006361073533058814
Density,343.15,320-360,0.004539557423152374
Density,298.15,280-300,0.005809276051691015
Density,278.15,<280,0.0004552302712754752
Density,282.8,280-300,0.005760175537617762
Density,303.15,300-320,0.005750688459376541
Density,293.15,280-300,0.006707137596712265
Density,347.48,320-360,0.0007945261662118952
Density,313.15,300-320,0.003937201320701078
Density,352.32,320-360,0.0005621841085483581
Density,318.15,300-320,0.0024558123863842596
Density,318.15,300-320,0.004806039280801144
Density,373.15,>360,0.02618590110730956
Density,303.15,300-320,0.006229339594502115
Density,298.15,280-300,0.0023704089798508576
Density,363.15,>360,0.0005687789499750906
Density,312.66,300-320,0.0017662989817432972
Density,318.15,300-320,0.0022568688945749926
Density,308.15,300-320,0.002613907753279854
Density,343.15,320-360,0.005414106200896107
Density,343.15,320-360,0.001095395369075547
Density,328.37,320-360,0.002779415084116721
Density,282.65,280-300,0.003024476694383438
Density,328.15,320-360,0.0045544170367612935
Density,293.15,280-300,0.0006275782697997556
Density,313.0,300-320,0.02768037010588653
Density,283.15,280-300,0.001034239040181184
Density,298.49,280-300,0.0026663013848926553
Density,353.2,320-360,0.0015802028239146892
Density,323.15,320-360,0.001084309561887764
Density,318.15,300-320,0.00466585750703441
Density,308.14,300-320,0.002446609821677548
Density,315.41,300-320,0.0008653779999336919
Density,303.15,300-320,0.006532687008640181
Density,335.41,320-360,0.00040572481114420356
Density,317.15,300-320,0.0001846100979916443
Density,302.15,300-320,0.0004049667036198912
Density,348.15,320-360,0.0003576754158958195
Density,288.15,280-300,0.004655284265489001
Density,313.15,300-320,0.005477916940375138
Density,358.15,320-360,0.00018736571877653319
Density,273.15,<280,0.0020241392508841827
Density,353.15,320-360,0.001080858766163928
Density,293.15,280-300,0.02189356271309073
Density,338.15,320-360,0.004880921210991929
Density,323.15,320-360,0.0034771656158492092
Density,293.15,280-300,0.002603929431558072
Density,323.15,320-360,0.005283816857379442
Density,288.15,280-300,0.0011772403265544185
Density,292.9,280-300,0.0016740421633381075
Density,393.15,>360,0.0012955201008155726
Density,373.15,>360,0.0006727835883584277
Density,312.15,300-320,0.0011057453352671942
Density,353.0,320-360,0.004509073260605234
Density,333.91,320-360,0.0016093010388740225
Density,313.15,300-320,0.005044027914054894
Density,342.51,320-360,0.0045553192334040205
Density,331.15,320-360,0.0005722517816302286
Density,338.15,320-360,0.004881350043864252
Density,325.15,320-360,0.0011372264033964186
Density,311.65,300-320,0.001867336594778557
Density,282.646,280-300,0.0004986712309333896
Density,343.15,320-360,3.616745817680567e-05
Density,308.15,300-320,0.005192217676878386
Density,347.3,320-360,0.009296477577739992
Density,299.15,280-300,0.0006393399583553006
Density,333.0,320-360,0.0008467566746119815
Density,295.647,280-300,0.0005545005527807234
Density,296.15,280-300,0.004017838736853463
Density,353.15,320-360,0.003492451182951939
Density,313.15,300-320,0.0032459577907975046
Density,323.15,320-360,0.011616645984923402
Density,298.15,280-300,0.0069743353501161565
Density,328.15,320-360,0.001017540662942018
Density,338.65,320-360,0.003510362704862935
Density,328.15,320-360,0.0015798305053680295
Density,328.15,320-360,0.00014832533755804178
Density,313.0,300-320,0.0059433658824588065
Density,311.15,300-320,0.00022734757087938817
Density,323.15,320-360,0.0011958763780848258
Density,333.48,320-360,0.0011825401591876172
Density,299.15,280-300,0.0029674100534675674
Density,310.15,300-320,0.0024423106535849115
Density,340.15,320-360,0.0005697404426978636
Density,313.15,300-320,0.0008344018903150285
Density,283.15,280-300,0.007811074888246949
Density,323.15,320-360,0.0033750886638905797
Density,358.15,320-360,0.0004510524656451409
Density,296.15,280-300,0.003184746454292231
Density,283.01,280-300,0.0037283942842591955
Density,293.15,280-300,0.0008045133816931838
Density,338.2,320-360,0.0009731591399431139
Density,348.15,320-360,0.0017785512388659441
Density,363.15,>360,0.006208487700487986
Density,348.15,320-360,0.0019989005552050187
Density,298.15,280-300,0.005317627705023753
Density,343.15,320-360,0.00041764364327079306
Density,333.15,320-360,0.004629586237601124
Density,312.91,300-320,0.0013271303664756928
Density,295.15,280-300,0.007986192877352138
Density,286.15,280-300,0.0022722019921479486
Density,323.15,320-360,0.0033893398181890078
Density,333.15,320-360,0.0220671298871169
Density,336.9,320-360,7.629637010264645e-05
Density,343.15,320-360,0.01025732145149938
Density,298.15,280-300,0.0015186869359631316
Density,298.15,280-300,0.16794538562148364
Density,303.15,300-320,0.005090203305170959
Density,313.15,300-320,0.00264264325396546
Density,293.156,280-300,0.0023636783848592913
Density,298.15,280-300,0.0014749009431804794
Density,293.15,280-300,0.0025066767674690738
Density,318.15,300-320,0.0026855183012655104
Density,293.15,280-300,0.00036430816995824955
Density,290.0,280-300,0.0014852884412999146
Density,283.0,280-300,0.004638212742958281
Density,328.15,320-360,8.86797936425765e-05
Density,313.15,300-320,0.00044155970470605155
Density,313.15,300-320,7.532766916096278e-05
Density,318.15,300-320,7.099488197326309e-05
Density,303.15,300-320,0.0024394962788880648
Density,318.15,300-320,0.0008282177966876247
Density,334.41,320-360,0.0011528796225359628
Density,318.2,300-320,0.001594617231190476
Density,318.15,300-320,0.004462268168495598
Density,348.15,320-360,0.0012778759435025933
Density,298.15,280-300,0.008581596876201303
Density,292.0,280-300,0.002850595149561208
Density,306.15,300-320,0.0033678859939234584
Density,318.15,300-320,0.0032239673104594857
Density,323.154,320-360,0.0019092315600213183
Density,292.15,280-300,0.0016861488854171824
Density,281.4,280-300,0.0006041969394869895
Density,358.15,320-360,0.0007982551350798062
Density,353.15,320-360,0.00590088284102297
Density,318.181,300-320,0.011456481290453624
Density,334.91,320-360,0.0017304906890505123
Density,298.15,280-300,0.0011506387878457147
Density,308.15,300-320,0.03636541690555806
Density,308.15,300-320,0.009879153620240722
Density,303.15,300-320,0.003974986693666693
Density,318.15,300-320,0.002700779208899995
Density,343.15,320-360,0.00551567198865488
Density,285.65,280-300,0.0010457640673218194
Density,331.91,320-360,0.0015678426536496204
Density,343.15,320-360,0.00045453299983488904
Density,298.4,280-300,0.0020413283841964613
Density,293.4,280-300,0.0021472836351437152
Density,303.15,300-320,0.008730391991231379
Density,353.15,320-360,0.005819872812680593
Density,308.15,300-320,0.002952581009591171
Density,298.15,280-300,0.004804601135041331
Density,358.15,320-360,0.0023230690827285017
Density,291.15,280-300,0.003972070679765238
Density,337.15,320-360,0.001264661124260158
Density,361.15,>360,0.005371610085059153
Density,323.15,320-360,0.00020170636319782886
Density,358.15,320-360,0.0014339006686476807
Density,358.15,320-360,0.005696923769410667
Density,344.15,320-360,0.002328276379985894
Density,308.29,300-320,0.0037870021590578062
Density,313.15,300-320,0.0014443149860206006
Density,333.14,320-360,0.006540271985785218
Density,313.15,300-320,0.0015527078364767632
Density,352.3,320-360,0.0075102855534803226
Density,301.15,300-320,0.004261496456221536
Density,298.15,280-300,0.0014061687155182412
Density,308.15,300-320,0.003694114703950646
Density,313.15,300-320,0.0019746385711068015
Density,318.15,300-320,0.004409790300500482
Density,293.0,280-300,0.0028058323829487364
Density,353.15,320-360,0.00041245172732828905
Density,333.2,320-360,0.0005097737034276406
Density,284.646,280-300,0.00016436632143701502
Density,288.15,280-300,0.001602193290457521
Density,330.15,320-360,0.0007819740898931116
Density,358.15,320-360,0.000795002075105522
Density,348.15,320-360,0.0010584467577627876
Density,304.15,300-320,2.665043822158708e-05
Density,318.14,300-320,0.000822065804342742
Density,298.15,280-300,0.007724257609575957
Density,305.15,300-320,0.0012765755714294613
Density,313.15,300-320,0.0003277339578895422
Density,333.15,320-360,0.006537875480195687
Density,293.12,280-300,0.0046038263318299855
Density,283.15,280-300,0.0012270309611510655
Density,303.15,300-320,0.01213256613729996
Density,313.15,300-320,0.005538975355527498
Density,313.15,300-320,0.0042682443627510835
Density,413.15,>360,0.005644754826859
Density,373.15,>360,0.0008076668091998584
Density,323.15,320-360,0.003532480669933946
Density,303.14,300-320,0.004009267432334873
Density,303.15,300-320,0.003194354465224869
Density,338.15,320-360,0.0020047525547690626
Density,373.15,>360,0.008373197335572513
Density,360.65,>360,0.00928730731568006
Density,313.15,300-320,0.0005797733239001346
Density,295.15,280-300,0.0032757704020625056
Density,313.15,300-320,0.00022690554158621978
Density,303.15,300-320,0.005192358270289077
Density,299.4,280-300,0.0020490904034193846
Density,286.395,280-300,3.2451378366715744e-06
Density,322.85,320-360,0.0038451844036844207
Density,288.15,280-300,0.0030260254387792784
Density,298.15,280-300,0.012843086835149897
Density,363.15,>360,0.0038294659498845363
Density,298.15,280-300,0.0070146991034825135
Density,308.132,300-320,0.004346813918565395
Density,348.15,320-360,0.0071908557242288396
Density,300.65,300-320,0.0004571980350034366
Density,279.4,<280,0.0033284360180676487
Density,296.4,280-300,0.0019131554880811308
Density,323.65,320-360,0.0020027044447346043
Density,333.15,320-360,0.002885866677453386
Density,333.15,320-360,0.0052704016683815524
Density,300.65,300-320,0.003282004010253914
Density,336.15,320-360,0.0026263763331915158
Density,338.0,320-360,0.0056833303567858096
Density,318.15,300-320,0.0020504556716991473
Density,398.15,>360,0.0029215317636737126
Density,321.15,320-360,0.003911532371610349
Density,283.15,280-300,0.0037945825675755884
Density,328.15,320-360,0.003828056688491621
Density,308.15,300-320,0.002840525920543513
Density,293.15,280-300,0.01031396333262169
Density,308.65,300-320,0.0016206847490156662
Density,308.15,300-320,9.343775880399363e-05
Density,303.15,300-320,0.008292767084103758
Density,308.15,300-320,0.0037445215662703646
Density,313.15,300-320,0.0021268022132341358
Density,338.15,320-360,0.0010781901292196139
Density,279.15,<280,0.0006715167604980365
Density,296.15,280-300,0.0015897249436855887
Density,363.15,>360,0.013155922465797332
Density,312.94,300-320,0.0030350981762561346
Density,318.15,300-320,0.004714108386143501
Density,283.15,280-300,0.0011038610446103547
Density,373.15,>360,0.0020876233523487997
Density,328.2,320-360,0.018710545261360956
Density,348.15,320-360,0.00243414615590698
Density,343.15,320-360,0.0020447021682459265
Density,328.15,320-360,0.0021505851356939942
Density,348.15,320-360,1.8630099662964028e-05
Density,333.15,320-360,0.0023464724885213784
Density,278.9,<280,0.00336875701483752
Density,293.0,280-300,0.003989774734031393
Density,296.1,280-300,0.08102082613950401
Density,324.15,320-360,0.0027269930349342886
Density,288.15,280-300,0.0026159037815762787
Density,283.15,280-300,0.0010007939505074503
Density,315.65,300-320,5.726397858385468e-05
Density,323.0,320-360,0.025473632058234053
Density,373.15,>360,0.0016703931505830383
Density,338.15,320-360,0.001195539324466921
Density,338.15,320-360,0.003985490328340724
Density,293.15,280-300,0.0038861182013611995
Density,303.15,300-320,0.013987550519325431
Density,318.15,300-320,0.00361298840777291
Density,303.15,300-320,0.001970830355292996
Density,319.15,300-320,0.005259077038469506
Density,323.15,320-360,0.001346219655133929
Density,298.15,280-300,0.0002909028070643416
Density,333.15,320-360,0.001209795623184462
Density,288.15,280-300,0.000949839435857136
Density,301.15,300-320,0.0030532736226982493
Density,301.15,300-320,0.0007247674808708027
Density,330.15,320-360,0.002186672061550432
Density,294.1,280-300,0.002706509195584239
Density,343.15,320-360,0.00289643996432698
