sample_id,IL_Name,IL_SMILES,Temperature_K,Pressure_kPa,property,y_true,y_pred,absolute_error,split,split_strategy,split_short,panel,panel_title,plot_included
1581,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.0,101.325,ThermalConductivity,0.128,0.12834851,0.00034850836,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2519,tetrabutylphosphonium L-cysteinate,CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CS)C(=O)[O-],303.15,101.325,ThermalConductivity,0.151,0.15097907,2.092123e-05,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3258,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,293.15,50000.0,ThermalConductivity,0.147,0.14558281,0.0014171898,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1639,1-methyl-3-octylimidazolium chloride,CCCCCCCCn1cc[n+](C)c1.[Cl-],334.4,100.0,ThermalConductivity,0.171,0.16991141,0.0010885894,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
543,2-hydroxyethylammonium lactate,CC(O)C(=O)[O-].[NH3+]CCO,298.15,101.325,ThermalConductivity,0.25499997,0.1990392,0.05596076,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2852,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,300.0,101.325,ThermalConductivity,0.186,0.16786836,0.018131644,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3060,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,353.0,101.325,ThermalConductivity,0.143,0.14455958,0.0015595704,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2489,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],298.36,101.325,ThermalConductivity,0.155,0.15856293,0.0035629272,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
5094,1-butyl-3-methylimidazolium methylsulfate,COS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,343.15,101.325,ThermalConductivity,0.172,0.16225682,0.009743184,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3291,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,323.15,101.325,ThermalConductivity,0.1796,0.17817613,0.0014238656,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3465,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.05,101.325,ThermalConductivity,0.12300002,0.12425175,0.0012517348,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1976,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,300.0,101.325,ThermalConductivity,0.12,0.12615441,0.0061544105,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
382,1-ethyl-3-methylimidazolium acetate,CC(=O)[O-].CC[n+]1ccn(C)c1,293.15,100.0,ThermalConductivity,0.202,0.20953968,0.0075396746,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3256,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,283.15,50000.0,ThermalConductivity,0.148,0.14719465,0.00080534816,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1983,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,101.325,ThermalConductivity,0.124180004,0.12599277,0.001812771,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
4383,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],294.67,100.0,ThermalConductivity,0.20440002,0.19699523,0.0074047893,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2436,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate",CCCC[N+](C)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],333.15,101.325,ThermalConductivity,0.156,0.15652362,0.0005236119,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
5080,1-butyl-3-methylimidazolium methylsulfate,COS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,303.15,100.0,ThermalConductivity,0.166,0.17189118,0.005891189,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
300,trihexyl(tetradecyl)phosphonium acetate,CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,288.1,101.325,ThermalConductivity,0.1612,0.16110595,9.405613e-05,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
5102,tributylmethylphosphonium methylsulfate,COS(=O)(=O)[O-].C(CCC)[P+](C)(CCCC)CCCC,343.15,101.325,ThermalConductivity,0.157,0.15562841,0.0013715923,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
4510,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,303.15,101.325,ThermalConductivity,0.19365,0.19208203,0.0015679747,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2079,1-hexyl-3-methylimidazolium chloride,CCCCCC[n+]1ccn(C)c1.[Cl-],314.3,10000.0,ThermalConductivity,0.17999999,0.1793772,0.00062279403,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
746,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,298.98,101.325,ThermalConductivity,0.156,0.15637843,0.0003784299,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1796,1-hexylpyridinium tetrafluoroborate,CCCCCC[n+]1ccccc1.F[B-](F)(F)F,334.3,20000.0,ThermalConductivity,0.163,0.16361089,0.000610888,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3512,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,293.15,60000.0,ThermalConductivity,0.157,0.15460852,0.0023914874,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1838,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,314.3,100.0,ThermalConductivity,0.165,0.15473603,0.010263979,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1791,1-hexylpyridinium tetrafluoroborate,CCCCCC[n+]1ccccc1.F[B-](F)(F)F,314.3,20000.0,ThermalConductivity,0.164,0.16461562,0.0006156117,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2811,1-butyl-3-methylimidazolium methyl sulfate,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],293.15,65000.0,ThermalConductivity,0.18899998,0.18779083,0.0012091547,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3513,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,293.15,65000.0,ThermalConductivity,0.156,0.15546885,0.0005311519,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2521,tetrabutylphosphonium L-cysteinate,CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CS)C(=O)[O-],353.15,101.325,ThermalConductivity,0.146,0.14661998,0.0006199777,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3449,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,101.325,ThermalConductivity,0.126,0.124429986,0.0015700161,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1164,3-decyl-1-methylimidazolium tricyanomethanide,CCCCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,353.15,101.325,ThermalConductivity,0.15930001,0.16164617,0.002346158,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
767,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,358.08,101.325,ThermalConductivity,0.15,0.14876144,0.0012385696,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1373,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,315.1,100.0,ThermalConductivity,0.145,0.14368638,0.0013136119,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1901,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,293.15,101.325,ThermalConductivity,0.17520002,0.1753793,0.00017929077,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3524,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,313.15,100.0,ThermalConductivity,0.137,0.14173228,0.004732281,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
509,tetrabutylphosphonium L-valinate,CC(C)[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCC,343.15,101.325,ThermalConductivity,0.15399998,0.15440914,0.00040915608,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2514,tetrabutylphosphonium L-threoninate,CCCC[P+](CCCC)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],313.15,101.325,ThermalConductivity,0.15399998,0.15428948,0.00028949976,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
4394,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],334.71,100.0,ThermalConductivity,0.212,0.19899489,0.013005108,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
90,1-ethyl-3-methylimidazolium ethylsulfate,C(C)OS(=O)(=O)[O-].C(C)N1C=[N+](C=C1)C,323.0,101.325,ThermalConductivity,0.179,0.1820609,0.0030608922,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1588,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,307.59,101.325,ThermalConductivity,0.1279,0.1277949,0.00010509789,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2004,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,335.67,101.325,ThermalConductivity,0.1281,0.12459839,0.0035016015,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
4208,1-ethyl-3-methylimidazolium diethyl phosphate,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,312.58,101.325,ThermalConductivity,0.1745,0.17449872,1.2814999e-06,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
102,1-ethyl-3-methylimidazolium ethylsulfate,C(C)OS(=O)(=O)[O-].C(C)N1C=[N+](C=C1)C,333.0,101.325,ThermalConductivity,0.179,0.18261728,0.0036172718,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3321,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,293.15,5000.0,ThermalConductivity,0.176,0.1743666,0.0016334057,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
4774,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.0,101.325,ThermalConductivity,0.12899998,0.12290738,0.0060926005,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2517,tetrabutylphosphonium L-lysinate,CCCC[P+](CCCC)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],343.15,101.325,ThermalConductivity,0.15900001,0.15883654,0.00016346574,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1843,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,334.4,100.0,ThermalConductivity,0.164,0.15178186,0.0122181475,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3519,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,303.15,20000.0,ThermalConductivity,0.147,0.14699325,6.750226e-06,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1237,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,101.325,ThermalConductivity,0.12989998,0.12842365,0.0014763325,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1624,1-methyl-3-octylimidazolium bromide,CCCCCCCCn1cc[n+](C)c1.[Br-],294.3,20000.0,ThermalConductivity,0.156,0.15545854,0.0005414635,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1595,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.58,101.325,ThermalConductivity,0.126,0.12627426,0.00027425587,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
5108,1-methylpyridinium methylsulfate,COS(=O)(=O)[O-].C[n+]1ccccc1,293.15,101.325,ThermalConductivity,0.205,0.2029269,0.0020730942,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1390,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,335.2,10000.0,ThermalConductivity,0.146,0.14524546,0.0007545352,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
5091,1-butyl-3-methylimidazolium methylsulfate,COS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,323.15,101.325,ThermalConductivity,0.17400001,0.16447076,0.009529248,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3260,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,313.15,65000.0,ThermalConductivity,0.145,0.1450945,9.4503164e-05,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
4665,1-ethyl-3-methylimidazolium thiocyanate,CC[n+]1ccn(C)c1.N#C[S-],300.0,101.325,ThermalConductivity,0.21,0.1988179,0.0111821,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3554,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,353.0,101.325,ThermalConductivity,0.14,0.14113526,0.0011352599,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
3507,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,283.15,65000.0,ThermalConductivity,0.155,0.1577502,0.002750203,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
1536,1-methyl-3-octylimidazolium tetracyanoborate,CCCCCCCCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,313.15,101.325,ThermalConductivity,0.1644,0.16454276,0.00014276803,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
2920,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,380.0,101.325,ThermalConductivity,0.181,0.18030226,0.000697732,test,Random point,Point,F,Thermal conductivity multi-split parity plot,True
