sample_id,IL_Name,IL_SMILES,Temperature_K,Pressure_kPa,property,y_true,y_pred,absolute_error,split,split_strategy,split_short,panel,panel_title,plot_included
2142,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,298.0,101.325,Density,1560.0002,1552.7482,7.252075,test,Random point,Point,A,Density multi-split parity plot,True
2722,1-butylpyridinium phenyltrifluoroborate,CCCC[n+]1ccccc1.F[B-](F)(F)c1ccccc1,338.0,101.325,Density,1125.0001,1119.4392,5.560913,test,Random point,Point,A,Density multi-split parity plot,True
4224,"N-3-hydroxypropyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethanesulfonyl)amide",CC[N+](C)(C)CCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,100.0,Density,1441.6002,1437.808,3.7922363,test,Random point,Point,A,Density multi-split parity plot,True
3832,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-methoxyphenyl)borate,CCCCn1cc[n+](C)c1.c1cc(OC)ccc1[B-](F)(F)F,338.46,101.325,Density,1141.4,1143.3699,1.9698486,test,Random point,Point,A,Density multi-split parity plot,True
3294,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,333.18,100.0,Density,1023.1698,1025.9281,2.7583008,test,Random point,Point,A,Density multi-split parity plot,True
1805,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,299.15,101.325,Density,1383.7,1384.7164,1.0164795,test,Random point,Point,A,Density multi-split parity plot,True
207,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium dodecylsulfate,C(CCCCCCCCCCC)OS(=O)(=O)[O-].C(#N)CC[N+]1=CN(C=C1)CCCCCC,343.15,101.325,Density,1068.8,1075.026,6.225952,test,Random point,Point,A,Density multi-split parity plot,True
3414,1-butyl-3-methylimidazolium trifluoroacetate,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,308.15,101.325,Density,1207.8667,1199.2307,8.635986,test,Random point,Point,A,Density multi-split parity plot,True
1894,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,348.55,100.0,Density,1254.4701,1253.4631,1.006958,test,Random point,Point,A,Density multi-split parity plot,True
1523,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,353.15,100.0,Density,1066.2451,1063.597,2.6480713,test,Random point,Point,A,Density multi-split parity plot,True
249,1-allyl-3-methylimidazolium thiocyanate,C=CC[n+]1ccn(C)c1.N#C[S-],308.15,101.0,Density,1160.6002,1157.8712,2.729004,test,Random point,Point,A,Density multi-split parity plot,True
199,1-butyl-3-methylimidazolium octylsulfate,C(CCCCCCC)OS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,358.15,100.0,Density,1030.9001,1035.0854,4.1853027,test,Random point,Point,A,Density multi-split parity plot,True
842,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,273.15,101.325,Density,1203.2001,1204.1477,0.94763184,test,Random point,Point,A,Density multi-split parity plot,True
2830,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,264.16,100.0,Density,1227.3003,1218.2733,9.026978,test,Random point,Point,A,Density multi-split parity plot,True
4919,3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],305.15,101.325,Density,1141.1198,1141.5885,0.46875,test,Random point,Point,A,Density multi-split parity plot,True
3801,3-butyl-1-methylimidazolium benzoate,CCCCn1cc[n+](C)c1.O=C([O-])c1ccccc1,313.15,101.325,Density,1095.9004,1094.0853,1.8150635,test,Random point,Point,A,Density multi-split parity plot,True
1896,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,353.61,100.0,Density,1250.7501,1249.25,1.5001221,test,Random point,Point,A,Density multi-split parity plot,True
404,1-ethyl-3-methylimidazolium acetate,CC(=O)[O-].CC[n+]1ccn(C)c1,358.15,101.0,Density,1063.0002,1065.7445,2.7442627,test,Random point,Point,A,Density multi-split parity plot,True
1798,1-hexylpyridinium thiocyanate,CCCCCC[n+]1ccccc1.N#C[S-],303.15,101.0,Density,1046.0999,1036.3131,9.786743,test,Random point,Point,A,Density multi-split parity plot,True
5211,2-hydroxy-N-methylethanaminium formate,C[NH2+]CCO.O=C[O-],316.66,101.325,Density,1117.9003,1116.569,1.3312988,test,Random point,Point,A,Density multi-split parity plot,True
5595,1-ethyl-3-methylimidazolium hydrogensulfate,S(=O)(=O)(O)[O-].C(C)N1C=[N+](C=C1)C,304.15,101.325,Density,1362.0502,1364.1815,2.1313477,test,Random point,Point,A,Density multi-split parity plot,True
2530,tributyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,101.325,Density,1229.9003,1229.1001,0.8001709,test,Random point,Point,A,Density multi-split parity plot,True
5299,1-(2-cyanoethyl)imidazolium 4-methylbenzenesulfonate,Cc1ccc(S(=O)(=O)[O-])cc1.N#CCCn1cc[nH+]c1,303.15,101.325,Density,1266.0001,1278.7648,12.764648,test,Random point,Point,A,Density multi-split parity plot,True
991,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,101.0,Density,1204.9001,1202.154,2.7460938,test,Random point,Point,A,Density multi-split parity plot,True
572,1-propyl-3-methylimidazolium propionate,CCC(=O)[O-].CCC[n+]1ccn(C)c1,293.15,101.0,Density,1055.62,1062.3036,6.6835938,test,Random point,Point,A,Density multi-split parity plot,True
92,1-ethyl-3-methylimidazolium ethylsulfate,C(C)OS(=O)(=O)[O-].C(C)N1C=[N+](C=C1)C,323.18,101.325,Density,1219.84,1219.6246,0.21533203,test,Random point,Point,A,Density multi-split parity plot,True
1554,1-methyl-3-octyl-1H-imidazolium thiocyanate,CCCCCCCCn1cc[n+](C)c1.N#C[S-],303.15,101.0,Density,1018.9151,1022.5797,3.6646118,test,Random point,Point,A,Density multi-split parity plot,True
166,3-ethyl-1-methyl-1H-imidazolium hexylsulfate,C(CCCCC)OS(=O)(=O)[O-].C(C)[N+]1=CN(C=C1)C,321.15,101.325,Density,1115.1,1114.3181,0.78186035,test,Random point,Point,A,Density multi-split parity plot,True
2834,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,278.15,101.0,Density,1216.1003,1209.842,6.258301,test,Random point,Point,A,Density multi-split parity plot,True
3671,1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide,CCCC[n+]1ccn(CCC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289.15,101.325,Density,1326.2999,1329.7697,3.4697266,test,Random point,Point,A,Density multi-split parity plot,True
5170,"N-methyl-N,N,N-tris(2-hydroxyethyl)ammonium bis(trifluoromethanesulfonyl)amide",C[N+](CCO)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,300.16,100.0,Density,1565.0005,1566.7648,1.7642822,test,Random point,Point,A,Density multi-split parity plot,True
3303,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,358.15,100.0,Density,1007.8999,1009.8049,1.9049683,test,Random point,Point,A,Density multi-split parity plot,True
2848,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.148,101.325,Density,1201.3003,1199.018,2.2823486,test,Random point,Point,A,Density multi-split parity plot,True
5269,3-(3-aminopropyl)-1-methyl-1H-imidazolium hexafluorophosphate(V),C[n+]1ccn(CCCN)c1.F[P-](F)(F)(F)(F)F,328.15,101.325,Density,1473.4003,1478.9222,5.5219727,test,Random point,Point,A,Density multi-split parity plot,True
5515,diethanolammonium formate,O=C[O-].OCC[NH2+]CCO,279.143,101.325,Density,1206.6002,1205.365,1.2352295,test,Random point,Point,A,Density multi-split parity plot,True
3980,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,101.325,Density,1440.7899,1441.8553,1.0654297,test,Random point,Point,A,Density multi-split parity plot,True
2081,1-hexyl-3-methylimidazolium chloride,CCCCCC[n+]1ccn(C)c1.[Cl-],318.15,101.325,Density,1028.3,1026.0519,2.248169,test,Random point,Point,A,Density multi-split parity plot,True
3770,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-(trifluoromethyl)phenyl)borate,CCCCn1cc[n+](C)c1.F[B-](F)(F)c1cccc(C(F)(F)F)c1,348.14,101.325,Density,1203.0,1211.0934,8.093384,test,Random point,Point,A,Density multi-split parity plot,True
883,tetradecyl(trihexyl)phosphonium dicyanamide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,323.15,100.0,Density,884.29987,884.3142,0.014343262,test,Random point,Point,A,Density multi-split parity plot,True
1906,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,308.15,101.325,Density,983.19226,987.8046,4.6123657,test,Random point,Point,A,Density multi-split parity plot,True
596,2-hydroxy-N-methylethanaminium propionate,CCC(=O)[O-].C[NH2+]CCO,313.4,101.325,Density,1061.3,1063.6609,2.3608398,test,Random point,Point,A,Density multi-split parity plot,True
3663,1-butyl-3-ethylimidazolium bromide,CCCC[n+]1ccn(CC)c1.[Br-],318.15,101.325,Density,1244.9999,1252.9368,7.9368896,test,Random point,Point,A,Density multi-split parity plot,True
1058,"1,3-didodecylimidazolium bis(trifluoromethylsulfonyl)imide",CCCCCCCCCCCCn1cc[n+](CCCCCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,101.325,Density,1093.9001,1090.777,3.123169,test,Random point,Point,A,Density multi-split parity plot,True
4741,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,288.15,101.3,Density,1528.8302,1528.9958,0.16564941,test,Random point,Point,A,Density multi-split parity plot,True
2499,tributylethylphosphonium diethylphosphate,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,343.15,101.325,Density,975.5974,973.0171,2.5803223,test,Random point,Point,A,Density multi-split parity plot,True
1962,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,288.12,101.325,Density,1381.6699,1383.2816,1.6116943,test,Random point,Point,A,Density multi-split parity plot,True
2442,"N,N-dibutyl-N-methylbutanaminium L-serinate",CCCC[N+](C)(CCCC)CCCC.N[C@@H](CO)C(=O)[O-],303.15,101.325,Density,1012.60016,1014.2682,1.6680298,test,Random point,Point,A,Density multi-split parity plot,True
578,2-hydroxy-N-methylethanaminium propionate,CCC(=O)[O-].C[NH2+]CCO,280.9,101.325,Density,1082.5001,1083.3496,0.8494873,test,Random point,Point,A,Density multi-split parity plot,True
3542,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,338.15,101.325,Density,1266.4377,1265.23,1.2077637,test,Random point,Point,A,Density multi-split parity plot,True
3927,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,100.0,Density,1455.3002,1456.4991,1.1989746,test,Random point,Point,A,Density multi-split parity plot,True
2753,1-butylpyridinium trifluoromethanesulfonate,CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,330.65,101.325,Density,1289.38,1289.1686,0.21142578,test,Random point,Point,A,Density multi-split parity plot,True
4745,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,101.0,Density,1521.0397,1522.6615,1.6218262,test,Random point,Point,A,Density multi-split parity plot,True
5335,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,101.325,Density,1543.7002,1546.3134,2.6131592,test,Random point,Point,A,Density multi-split parity plot,True
3577,1-butyl-3-methylimidazolium bromide,CCCC[n+]1ccn(C)c1.[Br-],358.19,101.325,Density,1264.4899,1264.9977,0.5078125,test,Random point,Point,A,Density multi-split parity plot,True
3535,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,328.75,101.325,Density,1279.0,1272.9948,6.005249,test,Random point,Point,A,Density multi-split parity plot,True
2109,"1-hexyl-3-methylimidazolium 1,2,3-triazolide",CCCCCC[n+]1ccn(C)c1.c1c[n-]nn1,333.15,101.325,Density,1020.19995,1064.7621,44.562134,test,Random point,Point,A,Density multi-split parity plot,True
2452,tetrabutylammonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,308.15,100.0,Density,1020.39996,1038.7577,18.357727,test,Random point,Point,A,Density multi-split parity plot,True
5456,"N-ethyl-N-methyl-N,N-bis(2-hydroxyethyl)ammonium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCO)(CCO)C,340.15,100.0,Density,1478.0001,1482.5486,4.548462,test,Random point,Point,A,Density multi-split parity plot,True
5484,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride,N#CCC[n+]1ccn(CCO)c1.[Cl-],333.15,101.325,Density,1235.5999,1241.5999,6.0,test,Random point,Point,A,Density multi-split parity plot,True
1361,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,303.2,101.325,Density,1220.6998,1229.5457,8.845825,test,Random point,Point,A,Density multi-split parity plot,True
4596,1-ethyl-3-methylimidazolium dicyanamide,CC[n+]1ccn(C)c1.N#C[N-]C#N,333.15,100.0,Density,1078.9001,1080.1974,1.2972412,test,Random point,Point,A,Density multi-split parity plot,True
186,1-ethyl-3-methylimidazolium octylsulfate,C(CCCCCCC)OS(=O)(=O)[O-].C(C)N1C=[N+](C=C1)C,332.15,101.325,Density,1073.2297,1073.965,0.7352295,test,Random point,Point,A,Density multi-split parity plot,True
2804,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,283.15,100.0,Density,1168.4001,1175.5309,7.1307373,test,Random point,Point,A,Density multi-split parity plot,True
2261,3-methyl-1-pentylimidazolium dicyanamide,CCCCC[n+]1ccn(C)c1.N#C[N-]C#N,338.15,101.3,Density,1024.0,1028.4756,4.475586,test,Random point,Point,A,Density multi-split parity plot,True
261,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.15,101.325,Density,1446.3,1457.5178,11.217773,test,Random point,Point,A,Density multi-split parity plot,True
781,tetrahexylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,308.15,101.325,Density,880.90015,873.1885,7.71167,test,Random point,Point,A,Density multi-split parity plot,True
4155,"1,2-dimethyl-3-propylimidazolium 4-nitropyrazolide",CCCn1cc[n+](C)c1C.O=[N+]([O-])c1cn[n-]c1,283.15,101.325,Density,1193.0002,1198.986,5.985718,test,Random point,Point,A,Density multi-split parity plot,True
319,3-hexyl-1-methylimidazolium acetate,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,333.15,101.325,Density,995.49994,994.8369,0.6630249,test,Random point,Point,A,Density multi-split parity plot,True
1764,"1-hexyl-3-methyl-4-(dimethylamino)pyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCC[n+]1ccc(N(C)C)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.0,101.325,Density,1299.5001,1285.99,13.510132,test,Random point,Point,A,Density multi-split parity plot,True
2796,1-butyl-3-(3-pentyl)imidazolium bis((trifluoromethyl)sulfonyl)imide,CCCC[n+]1ccn(C(CC)CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,101.325,Density,1297.4,1292.756,4.644043,test,Random point,Point,A,Density multi-split parity plot,True
2160,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,363.15,101.325,Density,1482.4003,1490.3418,7.9415283,test,Random point,Point,A,Density multi-split parity plot,True
3780,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-fluorophenyl)borate,CCCCn1cc[n+](C)c1.Fc1cccc([B-](F)(F)F)c1,338.26,101.325,Density,1158.6998,1151.6996,7.000244,test,Random point,Point,A,Density multi-split parity plot,True
5585,1-(2-cyanoethyl)imidazolium hydrogensulfate,S(=O)(=O)(O)[O-].C(#N)CCN1C=[NH+]C=C1,373.15,101.325,Density,1378.5999,1382.9474,4.347534,test,Random point,Point,A,Density multi-split parity plot,True
2584,1-butyl-4-methylpyridinium thiocyanate,CCCC[n+]1ccc(C)cc1.N#C[S-],298.15,101.0,Density,1061.2701,1056.9386,4.331543,test,Random point,Point,A,Density multi-split parity plot,True
1561,1-methyl-3-octylimidazolium L-asparaginate,CCCCCCCCn1cc[n+](C)c1.NC(=O)C[C@H](N)C(=O)[O-],363.15,101.325,Density,1034.4001,1026.5471,7.8530273,test,Random point,Point,A,Density multi-split parity plot,True
4463,1-ethyl-3-methylimidazolium tetrafluoroborate,CC[n+]1ccn(C)c1.F[B-](F)(F)F,343.2,101.325,Density,1249.6998,1249.9412,0.24133301,test,Random point,Point,A,Density multi-split parity plot,True
2965,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,300.2,101.325,Density,1362.4004,1365.3438,2.9433594,test,Random point,Point,A,Density multi-split parity plot,True
5542,diethanolammonium formate,O=C[O-].OCC[NH2+]CCO,329.399,101.325,Density,1173.4,1176.0494,2.649414,test,Random point,Point,A,Density multi-split parity plot,True
1799,1-hexylpyridinium thiocyanate,CCCCCC[n+]1ccccc1.N#C[S-],333.15,101.0,Density,1029.3003,1027.0897,2.2105713,test,Random point,Point,A,Density multi-split parity plot,True
333,butylammonium acetate,CC(=O)[O-].CCCC[NH3+],323.15,100.0,Density,940.8002,943.2294,2.4291992,test,Random point,Point,A,Density multi-split parity plot,True
4391,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],323.2,101.325,Density,1223.0,1226.4369,3.4368896,test,Random point,Point,A,Density multi-split parity plot,True
2663,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,299.15,101.325,Density,1410.9001,1409.6729,1.2272949,test,Random point,Point,A,Density multi-split parity plot,True
5541,diethanolammonium formate,O=C[O-].OCC[NH2+]CCO,328.15,101.325,Density,1202.0,1176.5604,25.439575,test,Random point,Point,A,Density multi-split parity plot,True
3968,1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,101.325,Density,1439.1002,1437.5345,1.5656738,test,Random point,Point,A,Density multi-split parity plot,True
5487,3-(3-benzyl-1H-imidazol-3-ium-1-yl)propanenitrile thiocyanate,N#CCCn1cc[n+](Cc2ccccc2)c1.N#C[S-],303.15,101.325,Density,1170.8,1173.4241,2.6240234,test,Random point,Point,A,Density multi-split parity plot,True
1501,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,301.15,101.325,Density,1101.3999,1097.0227,4.3771973,test,Random point,Point,A,Density multi-split parity plot,True
206,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium dodecylsulfate,C(CCCCCCCCCCC)OS(=O)(=O)[O-].C(#N)CC[N+]1=CN(C=C1)CCCCCC,338.15,101.325,Density,1071.9001,1077.6323,5.7321777,test,Random point,Point,A,Density multi-split parity plot,True
3704,3-butyl-1-methyl-1H-imidazolium L-alaninate,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],303.15,101.325,Density,1076.4998,1083.9614,7.46167,test,Random point,Point,A,Density multi-split parity plot,True
3500,"1-butyl-3-methylimidazolium 2-(1,2,2,2-tetrafluoroethoxy)-1,1,2,2-tetrafluoroethanesulfonate",CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)C(F)(F)F,323.15,101.325,Density,1425.0001,1430.415,5.414917,test,Random point,Point,A,Density multi-split parity plot,True
4988,3-(3-methoxypropyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,101.325,Density,1463.5997,1461.0923,2.5074463,test,Random point,Point,A,Density multi-split parity plot,True
5042,1-(methoxymethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,COC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,101.325,Density,1515.9003,1520.6967,4.7963867,test,Random point,Point,A,Density multi-split parity plot,True
2899,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,343.2,101.325,Density,1169.8,1166.6487,3.1513672,test,Random point,Point,A,Density multi-split parity plot,True
