bootstrap_iteration,hard_feasible_count,pareto_rank_1_count,formal_shortlist_count,top8_jaccard_to_nominal,formal_shortlist_ids,conductivity_min,viscosity_max,volumetric_heat_capacity_min,thermal_diffusivity_min
241,14,12,8,0.0,UPR-0132;UPR-0154;UPR-0340;UPR-0386;UPR-0396;UPR-0458;UPR-0598;UPR-0604,0.0696685165166854,0.1222724094986915,1872701.9882554973,6.161209241986031e-08
242,22,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.0920931473374366,0.1086828112602233,1883414.4225764805,6.128334736241973e-08
243,15,7,7,0.5,UPR-0024;UPR-0209;UPR-0393;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.1871971040964126,0.08164286240935323,1912710.8134821288,6.27209496659325e-08
244,25,11,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.10402767173945898,0.1064689774066209,1882200.3537641324,6.161209241986031e-08
245,23,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.1398312449455261,0.1222724094986915,1921108.6058110725,6.128334736241973e-08
246,17,9,8,0.3333333333333333,UPR-0024;UPR-0289;UPR-0290;UPR-0359;UPR-0393;UPR-0558;UPR-0581;UPR-0598,0.22388778254389757,0.0998274758458137,1917427.0422241595,6.128334736241973e-08
247,28,11,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.0494637265801429,0.1222724094986915,1882200.3537641324,6.286307717954568e-08
248,17,9,8,0.14285714285714285,UPR-0169;UPR-0359;UPR-0419;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.16651599109172815,0.09844182990491385,1884930.795336305,6.153900446620928e-08
249,37,13,8,0.3333333333333333,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0322;UPR-0343;UPR-0581,0.1245994940400123,0.1086828112602233,1893122.1200528224,6.153900446620928e-08
250,33,12,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0284;UPR-0318;UPR-0343;UPR-0419;UPR-0568;UPR-0581,0.12721429206430906,0.1086828112602233,1884930.795336305,6.153900446620928e-08
251,25,11,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.07815390825271601,0.11887500993907446,1882200.3537641324,6.161209241986031e-08
252,20,12,8,0.23076923076923078,UPR-0169;UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0598,0.1350586861371994,0.10567549616098403,1898019.293410149,6.128334736241973e-08
253,24,12,8,0.23076923076923078,UPR-0169;UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0598,0.10021973401308053,0.1381369829177856,1883414.4225764805,6.284874946327678e-08
254,35,12,8,0.23076923076923078,UPR-0024;UPR-0064;UPR-0155;UPR-0284;UPR-0286;UPR-0419;UPR-0568;UPR-0581,0.12721429206430906,0.10428985022008418,1912710.8134821288,5.8998362854057676e-08
255,36,13,8,0.23076923076923078,UPR-0024;UPR-0064;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0343;UPR-0419,0.13625182583928108,0.10428985022008418,1917427.0422241595,6.009393423466764e-08
256,31,8,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0408;UPR-0581,0.1836130768060684,0.10567549616098403,1925623.543661162,5.8496486970616496e-08
257,16,12,8,0.06666666666666667,UPR-0132;UPR-0154;UPR-0343;UPR-0359;UPR-0386;UPR-0430;UPR-0598;UPR-0604,0.0696685165166854,0.13417083956301207,1871666.2519776486,6.259832759218201e-08
258,21,12,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.10402767173945898,0.0942848920822143,1898435.2229720124,6.009393423466764e-08
259,13,8,8,0.14285714285714285,UPR-0162;UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0558;UPR-0598;UPR-0604,0.10021973401308053,0.0942848920822143,1913728.5286252135,6.27209496659325e-08
260,30,13,8,0.7777777777777778,UPR-0024;UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0581,0.0735074952244758,0.11887500993907446,1880178.5234177,6.285033851229838e-08
261,22,11,8,0.23076923076923078,UPR-0169;UPR-0289;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0598;UPR-0604,0.070628261193633,0.11887500993907446,1874571.122046048,6.259832759218201e-08
262,44,15,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.13625182583928108,0.11887500993907446,1886259.0710661025,6.039128751660567e-08
263,31,15,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.1245994940400123,0.13417083956301207,1871666.2519776486,5.92957161359957e-08
264,11,7,7,0.07142857142857142,UPR-0162;UPR-0169;UPR-0359;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.1979491859674453,0.09705118276178833,1893122.1200528224,6.265973908359997e-08
265,21,9,8,0.14285714285714285,UPR-0162;UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0558;UPR-0598;UPR-0604,0.0752746742218732,0.1381369829177856,1876771.2849269798,6.284874946327678e-08
266,19,9,8,0.14285714285714285,UPR-0162;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.0920931473374366,0.11861051619052883,1913728.5286252135,6.266610403804453e-08
267,36,10,8,0.45454545454545453,UPR-0024;UPR-0064;UPR-0155;UPR-0209;UPR-0322;UPR-0343;UPR-0419;UPR-0581,0.0735074952244758,0.1086828112602233,1880178.5234177,6.134726163836712e-08
268,44,15,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.10021973401308053,0.11861051619052883,1877807.0212048285,6.045520179255305e-08
269,38,12,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0064;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0419,0.12721429206430906,0.11861051619052883,1912710.8134821288,6.039128751660567e-08
270,23,12,8,0.23076923076923078,UPR-0169;UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0598,0.0696685165166854,0.1222724094986915,1872701.9882554973,6.259832759218201e-08
271,15,9,8,0.14285714285714285,UPR-0079;UPR-0289;UPR-0290;UPR-0359;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.1979491859674453,0.08727877773344513,1893122.1200528224,6.045520179255305e-08
272,24,10,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.12721429206430906,0.10567549616098403,1912710.8134821288,6.262898311061963e-08
273,20,11,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0359;UPR-0393;UPR-0550;UPR-0558;UPR-0581;UPR-0598,0.1871971040964126,0.0942848920822143,1886259.0710661025,6.039128751660567e-08
274,29,10,8,0.3333333333333333,UPR-0024;UPR-0209;UPR-0284;UPR-0286;UPR-0408;UPR-0558;UPR-0581;UPR-0598,0.1917915493249893,0.13050894625484938,1914373.896794905,5.886167743081982e-08
275,34,11,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0419;UPR-0581,0.15077670291066167,0.1076248362660408,1921541.699105176,5.8450925162870543e-08
276,45,15,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0280;UPR-0322;UPR-0408;UPR-0581,0.0920931473374366,0.1381369829177856,1880683.9810043082,6.134726163836712e-08
277,45,15,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0408;UPR-0581,0.08340126089751712,0.13417083956301207,1913728.5286252135,5.8633172393854354e-08
278,24,10,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.10021973401308053,0.10508333146572105,1912710.8134821288,6.286466622856728e-08
279,42,13,8,0.14285714285714285,UPR-0024;UPR-0066;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0408;UPR-0419,0.14719728380441666,0.11861051619052883,1920565.4558423087,5.8633172393854354e-08
280,28,11,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.054514924064278526,0.1489925384521484,1874571.122046048,6.284874946327678e-08
281,24,11,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.10103389061987395,0.11887500993907446,1874571.122046048,6.286943337563207e-08
282,31,14,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.060121081769466324,0.11861051619052883,1871321.006551699,6.039128751660567e-08
283,45,16,8,0.14285714285714285,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0408,0.1245994940400123,0.13050894625484938,1912710.8134821288,5.8633172393854354e-08
284,18,10,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.0735074952244758,0.1086828112602233,1880178.5234177,6.275170563891283e-08
285,40,12,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0408;UPR-0419,0.14719728380441666,0.13077344000339503,1899037.008553234,6.045520179255305e-08
286,25,11,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0359;UPR-0393;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.15078131109476087,0.1462786495685577,1919663.7240105025,6.186524673912042e-08
287,21,11,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.0696685165166854,0.1222724094986915,1871321.006551699,6.275648154433579e-08
288,33,11,8,0.3333333333333333,UPR-0024;UPR-0064;UPR-0155;UPR-0284;UPR-0286;UPR-0343;UPR-0419;UPR-0581,0.1398312449455261,0.1076248362660408,1916781.674054468,5.8633172393854354e-08
289,20,8,8,0.45454545454545453,UPR-0024;UPR-0158;UPR-0209;UPR-0393;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.1871971040964126,0.09705118276178833,1913728.5286252135,6.072003257404623e-08
290,38,14,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0209;UPR-0284;UPR-0318;UPR-0408;UPR-0568;UPR-0581,0.0696685165166854,0.13417083956301207,1875076.5796326562,6.153900446620928e-08
291,41,17,8,0.3333333333333333,UPR-0024;UPR-0209;UPR-0284;UPR-0286;UPR-0408;UPR-0419;UPR-0512;UPR-0581,0.0494637265801429,0.1462786495685577,1874571.122046048,6.045520179255305e-08
292,20,6,6,0.2727272727272727,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0322;UPR-0581,0.21010444685816757,0.08201084099709985,1917427.0422241595,6.153900446620928e-08
293,29,12,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.07815390825271601,0.1222724094986915,1880683.9810043082,6.275170563891283e-08
294,52,19,8,0.14285714285714285,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0408,0.1350586861371994,0.13077344000339503,1898435.2229720124,5.8633172393854354e-08
295,21,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.12721429206430906,0.10567549616098403,1893122.1200528224,6.180383524770246e-08
296,14,11,8,0.14285714285714285,UPR-0169;UPR-0289;UPR-0290;UPR-0359;UPR-0419;UPR-0558;UPR-0598;UPR-0604,0.15077670291066167,0.0883397832512855,1903021.8357426263,6.262898311061963e-08
297,28,11,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.12840743176639074,0.10567549616098403,1913728.5286252135,5.8450925162870543e-08
298,24,13,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.07815390825271601,0.10508333146572105,1898435.2229720124,6.183449076614008e-08
299,26,12,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.1245994940400123,0.11887500993907446,1912710.8134821288,6.045520179255305e-08
300,26,14,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.1350586861371994,0.1086828112602233,1890845.6838367162,6.039128751660567e-08
301,38,14,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.1350586861371994,0.1086828112602233,1916781.674054468,5.8633172393854354e-08
302,41,13,8,0.3333333333333333,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0322;UPR-0343;UPR-0581,0.0735074952244758,0.1222724094986915,1882200.3537641324,6.284874946327678e-08
303,26,12,8,0.6,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0393;UPR-0419;UPR-0558;UPR-0581,0.07815390825271601,0.13077344000339503,1884742.698306278,6.188256670533827e-08
304,38,12,8,0.3333333333333333,UPR-0020;UPR-0024;UPR-0064;UPR-0209;UPR-0318;UPR-0322;UPR-0419;UPR-0581,0.0696685165166854,0.1222724094986915,1874571.122046048,6.153900446620928e-08
305,27,13,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.07815390825271601,0.11887500993907446,1902004.1205995413,6.183449076614008e-08
306,66,25,8,0.6,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0408;UPR-0512;UPR-0550;UPR-0581,0.0255374275147914,0.34539882838726044,1871321.006551699,6.286129352407167e-08
307,21,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.12840743176639074,0.10841831751167769,1920565.4558423087,6.128334736241973e-08
308,35,12,8,0.23076923076923078,UPR-0024;UPR-0064;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0343;UPR-0419,0.10021973401308053,0.0942848920822143,1898435.2229720124,6.009393423466764e-08
309,21,12,8,0.3333333333333333,UPR-0079;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.13935288973152632,0.09289424493908878,1902004.1205995413,5.886167743081982e-08
310,11,7,7,0.07142857142857142,UPR-0162;UPR-0169;UPR-0359;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.20254363119602198,0.09695555269718165,1884930.795336305,6.284874946327678e-08
311,16,11,8,0.23076923076923078,UPR-0079;UPR-0343;UPR-0359;UPR-0419;UPR-0430;UPR-0558;UPR-0598;UPR-0604,0.12721429206430906,0.0942848920822143,1919363.1467332337,6.075068809248385e-08
312,18,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.10021973401308053,0.0942848920822143,1902004.1205995413,6.262898311061963e-08
313,29,8,8,0.3333333333333333,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0322;UPR-0408;UPR-0419;UPR-0581,0.16651599109172815,0.0998274758458137,1916781.674054468,6.128334736241973e-08
314,21,10,8,0.23076923076923078,UPR-0169;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.0696685165166854,0.13417083956301207,1872701.9882554973,6.128334736241973e-08
315,28,12,8,0.7777777777777778,UPR-0024;UPR-0093;UPR-0209;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.14719728380441666,0.10841831751167769,1884930.795336305,5.8633172393854354e-08
316,29,13,8,0.7777777777777778,UPR-0024;UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0581,0.1350586861371994,0.11861051619052883,1902004.1205995413,6.134726163836712e-08
317,17,9,8,0.06666666666666667,UPR-0169;UPR-0289;UPR-0290;UPR-0359;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.20254363119602198,0.11861051619052883,1917427.0422241595,6.128334736241973e-08
318,45,15,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0408;UPR-0581,0.10021973401308053,0.1381369829177856,1902004.1205995413,6.045520179255305e-08
319,30,12,8,0.6,UPR-0024;UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0408;UPR-0419;UPR-0581,0.1245994940400123,0.1423125062137842,1912710.8134821288,6.259832759218201e-08
320,26,14,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.11497312970459456,0.0998274758458137,1882200.3537641324,6.039128751660567e-08
321,16,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.12840743176639074,0.08727877773344513,1902004.1205995413,6.180383524770246e-08
322,42,16,8,0.14285714285714285,UPR-0020;UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0322;UPR-0408,0.12721429206430906,0.13417083956301207,1917727.6195014282,6.153900446620928e-08
323,13,8,8,0.06666666666666667,UPR-0162;UPR-0169;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.15436073020100588,0.09289424493908878,1886259.0710661025,6.27209496659325e-08
324,25,11,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.12721429206430906,0.10567549616098403,1898435.2229720124,6.180383524770246e-08
325,21,10,8,0.23076923076923078,UPR-0169;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.070628261193633,0.13417083956301207,1874571.122046048,6.275170563891283e-08
326,21,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.12721429206430906,0.10841831751167769,1914373.896794905,6.134726163836712e-08
327,45,13,8,0.14285714285714285,UPR-0024;UPR-0223;UPR-0284;UPR-0286;UPR-0317;UPR-0318;UPR-0321;UPR-0419,0.16293657198548314,0.1076248362660408,1921541.699105176,4.887692910465556e-08
328,22,11,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0359;UPR-0393;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.15436073020100588,0.11666117608547205,1919663.7240105025,6.259832759218201e-08
329,25,12,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.1245994940400123,0.10567549616098403,1912710.8134821288,5.92957161359957e-08
330,34,12,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0284;UPR-0318;UPR-0343;UPR-0419;UPR-0568;UPR-0581,0.10021973401308053,0.11887500993907446,1902004.1205995413,6.134726163836712e-08
331,20,10,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.054514924064278526,0.1222724094986915,1874571.122046048,6.284874946327678e-08
332,18,9,8,0.3333333333333333,UPR-0024;UPR-0289;UPR-0359;UPR-0393;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.2500605322420597,0.1076248362660408,1917427.0422241595,5.8496486970616496e-08
333,35,10,8,0.3333333333333333,UPR-0024;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0419;UPR-0581,0.14719728380441666,0.1076248362660408,1913728.5286252135,5.8633172393854354e-08
334,34,10,8,0.45454545454545453,UPR-0024;UPR-0064;UPR-0155;UPR-0209;UPR-0322;UPR-0343;UPR-0419;UPR-0581,0.1245994940400123,0.10841831751167769,1902004.1205995413,6.128334736241973e-08
335,35,18,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.12721429206430906,0.1086828112602233,1884930.795336305,5.297192460587629e-08
336,42,14,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.1350586861371994,0.1086828112602233,1880683.9810043082,5.8496486970616496e-08
337,26,9,8,0.45454545454545453,UPR-0024;UPR-0064;UPR-0155;UPR-0209;UPR-0284;UPR-0343;UPR-0419;UPR-0581,0.10021973401308053,0.0942848920822143,1919663.7240105025,6.262898311061963e-08
338,39,15,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.10402767173945898,0.11861051619052883,1920565.4558423087,6.039128751660567e-08
339,11,7,7,0.07142857142857142,UPR-0162;UPR-0169;UPR-0359;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.20254363119602198,0.09173760935664173,1919663.7240105025,6.134726163836712e-08
340,24,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.08628049492835993,0.13077344000339503,1898019.293410149,6.27209496659325e-08
341,14,6,6,0.07692307692307693,UPR-0162;UPR-0169;UPR-0359;UPR-0558;UPR-0598;UPR-0604,0.1871971040964126,0.10567549616098403,1882200.3537641324,6.27209496659325e-08
342,44,17,8,0.06666666666666667,UPR-0020;UPR-0024;UPR-0066;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0408,0.1350586861371994,0.1381369829177856,1917427.0422241595,6.009393423466764e-08
343,33,15,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0284;UPR-0286;UPR-0343;UPR-0419;UPR-0512;UPR-0581,0.13935288973152632,0.1086828112602233,1880683.9810043082,6.039128751660567e-08
344,29,12,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0286;UPR-0343;UPR-0393;UPR-0419;UPR-0558;UPR-0581,0.1245994940400123,0.10508333146572105,1913728.5286252135,5.8450925162870543e-08
345,26,12,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.1245994940400123,0.1076248362660408,1882200.3537641324,6.134726163836712e-08
346,23,14,8,0.23076923076923078,UPR-0079;UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0598,0.08628049492835993,0.10841831751167769,1888311.5959338073,6.039128751660567e-08
347,19,10,8,0.23076923076923078,UPR-0169;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.07815390825271601,0.10841831751167769,1874571.122046048,6.286307717954568e-08
348,24,11,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.10021973401308053,0.11861051619052883,1894450.39578262,6.161209241986031e-08
349,20,9,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0286;UPR-0393;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.1979491859674453,0.09289424493908878,1916781.674054468,6.039128751660567e-08
350,31,11,8,0.45454545454545453,UPR-0024;UPR-0155;UPR-0209;UPR-0284;UPR-0343;UPR-0419;UPR-0568;UPR-0581,0.1245994940400123,0.10428985022008418,1914373.896794905,6.180383524770246e-08
351,17,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.1245994940400123,0.09844182990491385,1912710.8134821288,6.161209241986031e-08
352,23,10,8,0.6,UPR-0024;UPR-0093;UPR-0209;UPR-0393;UPR-0408;UPR-0550;UPR-0558;UPR-0581,0.20254363119602198,0.0998274758458137,1902004.1205995413,6.153900446620928e-08
353,42,14,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.1350586861371994,0.10841831751167769,1882200.3537641324,5.8633172393854354e-08
354,20,10,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.070628261193633,0.11887500993907446,1882200.3537641324,6.284397355785382e-08
355,29,12,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.07815390825271601,0.11887500993907446,1898435.2229720124,6.161209241986031e-08
356,30,13,8,0.7777777777777778,UPR-0024;UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0581,0.0920931473374366,0.1222724094986915,1886259.0710661025,6.134726163836712e-08
357,27,13,8,0.7777777777777778,UPR-0024;UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0581,0.12721429206430906,0.10841831751167769,1882200.3537641324,6.153900446620928e-08
358,24,10,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.13625182583928108,0.10428985022008418,1916781.674054468,6.161209241986031e-08
359,20,10,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.0920931473374366,0.1222724094986915,1884930.795336305,6.286307717954568e-08
360,20,9,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0419;UPR-0430;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.15077670291066167,0.0883397832512855,1921108.6058110725,5.8496486970616496e-08
361,35,10,8,0.45454545454545453,UPR-0024;UPR-0064;UPR-0155;UPR-0209;UPR-0322;UPR-0343;UPR-0419;UPR-0581,0.0920931473374366,0.10567549616098403,1882200.3537641324,6.153900446620928e-08
362,20,9,8,0.23076923076923078,UPR-0289;UPR-0290;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.15436073020100588,0.10567549616098403,1916781.674054468,6.262898311061963e-08
363,14,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.1398312449455261,0.0927986148744821,1894450.39578262,6.27209496659325e-08
364,11,8,8,0.06666666666666667,UPR-0162;UPR-0289;UPR-0290;UPR-0359;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.2255674935877323,0.09289424493908878,1882200.3537641324,6.284874946327678e-08
365,27,11,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.1245994940400123,0.13050894625484938,1893122.1200528224,6.262898311061963e-08
366,19,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.13625182583928108,0.11861051619052883,1902004.1205995413,6.161209241986031e-08
