candidate_id,cation_smiles,anion_smiles,canonical_cation_smiles,canonical_anion_smiles,cation_identity_key,anion_identity_key,canonical_il_key,cation_charge,anion_charge,cation_support_count,anion_support_count,charge_balance_pass,standard_inchikey_parse_pass,identity_new_to_benchmark,identity_new_to_primary_training_split,identity_audit_pass,generation_status,warnings
UPR-0227,C[n+]1ccn(CCCC#N)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C[n+]1ccn(CCCC#N)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,SROUAIZIOIOQID-UHFFFAOYSA-N,OXDZSRZJFHVGGS-UHFFFAOYSA-N,SROUAIZIOIOQID-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,1,-1,5,14,True,True,True,True,True,retained,
UPR-0228,CCCCCC[n+]1ccccc1,O=C[O-],CCCCCC[n+]1ccccc1,O=C[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N,BDAGIHXWWSANSR-UHFFFAOYSA-M,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,1,-1,7,14,True,True,True,True,True,retained,
UPR-0229,CC=1N(C=C[N+]1C)CCC,O=S(=O)([O-])C(F)(F)F,CCCn1cc[n+](C)c1C,O=S(=O)([O-])C(F)(F)F,MXLZUALXSYVAIV-UHFFFAOYSA-N,ITMCEJHCFYSIIV-UHFFFAOYSA-M,MXLZUALXSYVAIV-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,1,-1,5,28,True,True,True,True,True,retained,
UPR-0230,C[n+]1ccn(CCCC#N)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C[n+]1ccn(CCCC#N)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,SROUAIZIOIOQID-UHFFFAOYSA-N,SLSPYQCCSCAKIB-UHFFFAOYSA-N,SROUAIZIOIOQID-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,1,-1,5,6,True,True,True,True,True,retained,
UPR-0231,CN1C=[NH+]C=C1,C(C)OS(=O)(=O)[O-],Cn1cc[nH+]c1,CCOS(=O)(=O)[O-],MCTWTZJPVLRJOU-UHFFFAOYSA-O,KIWBPDUYBMNFTB-UHFFFAOYSA-M,MCTWTZJPVLRJOU-UHFFFAOYSA-O||KIWBPDUYBMNFTB-UHFFFAOYSA-M,1,-1,6,7,True,True,True,True,True,retained,
UPR-0232,C(C)[N+]1=CC=CC=C1,O=S(=O)([O-])O,CC[n+]1ccccc1,O=S(=O)([O-])O,OIDIRWZVUWCCCO-UHFFFAOYSA-N,QAOWNCQODCNURD-UHFFFAOYSA-M,OIDIRWZVUWCCCO-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,1,-1,7,12,True,True,True,True,True,retained,
UPR-0233,CCCCCC[n+]1ccn(CCC#N)c1,C(C)OS(=O)(=O)[O-],CCCCCC[n+]1ccn(CCC#N)c1,CCOS(=O)(=O)[O-],IDRFNBZFUVYEJX-UHFFFAOYSA-N,KIWBPDUYBMNFTB-UHFFFAOYSA-M,IDRFNBZFUVYEJX-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,1,-1,6,7,True,True,True,True,True,retained,
UPR-0234,COCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,COCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,IXGKOODVBRRWQB-UHFFFAOYSA-N,ODGCEQLVLXJUCC-UHFFFAOYSA-N,IXGKOODVBRRWQB-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,1,-1,5,41,True,True,True,True,True,retained,
UPR-0235,C[n+]1ccn(CCO)c1,C(C)OS(=O)(=O)[O-],C[n+]1ccn(CCO)c1,CCOS(=O)(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N,KIWBPDUYBMNFTB-UHFFFAOYSA-M,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,1,-1,9,7,True,True,True,True,True,retained,
UPR-0236,CC[N+](C)(C)CCOC,C(C)OS(=O)(=O)[O-],CC[N+](C)(C)CCOC,CCOS(=O)(=O)[O-],KIJWMNYEVKNAGY-UHFFFAOYSA-N,KIWBPDUYBMNFTB-UHFFFAOYSA-M,KIJWMNYEVKNAGY-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,1,-1,5,7,True,True,True,True,True,retained,
UPR-0237,C[n+]1ccn(CCCC#N)c1,O=C[O-],C[n+]1ccn(CCCC#N)c1,O=C[O-],SROUAIZIOIOQID-UHFFFAOYSA-N,BDAGIHXWWSANSR-UHFFFAOYSA-M,SROUAIZIOIOQID-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,1,-1,5,14,True,True,True,True,True,retained,
UPR-0238,C[n+]1ccn(CCCC#N)c1,N#C[S-],C[n+]1ccn(CCCC#N)c1,N#C[S-],SROUAIZIOIOQID-UHFFFAOYSA-N,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,SROUAIZIOIOQID-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,1,-1,5,13,True,True,True,True,True,retained,
UPR-0239,CCCCCC[n+]1ccn(CCC#N)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccn(CCC#N)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,IDRFNBZFUVYEJX-UHFFFAOYSA-N,JGTNAGYHADQMCM-UHFFFAOYSA-M,IDRFNBZFUVYEJX-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,1,-1,6,6,True,True,True,True,True,retained,
UPR-0240,CCCC[n+]1ccn(C)c1C,C[C@H](N)C(=O)[O-],CCCC[n+]1ccn(C)c1C,C[C@H](N)C(=O)[O-],XUAXVBUVQVRIIQ-UHFFFAOYSA-N,QNAYBMKLOCPYGJ-REOHCLBHSA-M,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,1,-1,9,7,True,True,True,True,True,retained,
UPR-0241,CCCCCC[n+]1ccn(CCC#N)c1,CCC(=O)[O-],CCCCCC[n+]1ccn(CCC#N)c1,CCC(=O)[O-],IDRFNBZFUVYEJX-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-M,IDRFNBZFUVYEJX-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,1,-1,6,7,True,True,True,True,True,retained,
UPR-0242,CC=1N(C=C[N+]1C)CCC,CC(=O)[O-],CCCn1cc[n+](C)c1C,CC(=O)[O-],MXLZUALXSYVAIV-UHFFFAOYSA-N,QTBSBXVTEAMEQO-UHFFFAOYSA-M,MXLZUALXSYVAIV-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,1,-1,5,18,True,True,True,True,True,retained,
UPR-0243,C(C)[N+]1=CC=CC=C1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CC[n+]1ccccc1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,OIDIRWZVUWCCCO-UHFFFAOYSA-N,OXDZSRZJFHVGGS-UHFFFAOYSA-N,OIDIRWZVUWCCCO-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,1,-1,7,14,True,True,True,True,True,retained,
UPR-0244,CCCCCC[n+]1ccn(CCC#N)c1,O=[N+]([O-])[O-],CCCCCC[n+]1ccn(CCC#N)c1,O=[N+]([O-])[O-],IDRFNBZFUVYEJX-UHFFFAOYSA-N,NHNBFGGVMKEFGY-UHFFFAOYSA-N,IDRFNBZFUVYEJX-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,1,-1,6,12,True,True,True,True,True,retained,
UPR-0245,CCCCCC[n+]1ccn(CCC#N)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCC[n+]1ccn(CCC#N)c1,Cc1ccc(S(=O)(=O)[O-])cc1,IDRFNBZFUVYEJX-UHFFFAOYSA-N,JOXIMZWYDAKGHI-UHFFFAOYSA-M,IDRFNBZFUVYEJX-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,1,-1,6,6,True,True,True,True,True,retained,
UPR-0246,C[n+]1ccn(CCCC#N)c1,O=S(=O)([O-])O,C[n+]1ccn(CCCC#N)c1,O=S(=O)([O-])O,SROUAIZIOIOQID-UHFFFAOYSA-N,QAOWNCQODCNURD-UHFFFAOYSA-M,SROUAIZIOIOQID-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,1,-1,5,12,True,True,True,True,True,retained,
UPR-0247,CCCCCC[n+]1ccn(CCC#N)c1,O=S(=O)([O-])C(F)(F)C(F)F,CCCCCC[n+]1ccn(CCC#N)c1,O=S(=O)([O-])C(F)(F)C(F)F,IDRFNBZFUVYEJX-UHFFFAOYSA-N,KZWJWYFPLXRYIL-UHFFFAOYSA-M,IDRFNBZFUVYEJX-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,1,-1,6,6,True,True,True,True,True,retained,
UPR-0248,C[n+]1ccn(CCCC#N)c1,O=[N+]([O-])c1cn[n-]c1,C[n+]1ccn(CCCC#N)c1,O=[N+]([O-])c1cn[n-]c1,SROUAIZIOIOQID-UHFFFAOYSA-N,IDGLPDIIVPZHRB-UHFFFAOYSA-N,SROUAIZIOIOQID-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,1,-1,5,9,True,True,True,True,True,retained,
UPR-0249,C[n+]1ccn(CCCC#N)c1,C[C@@H](O)[C@H](N)C(=O)[O-],C[n+]1ccn(CCCC#N)c1,C[C@@H](O)[C@H](N)C(=O)[O-],SROUAIZIOIOQID-UHFFFAOYSA-N,AYFVYJQAPQTCCC-GBXIJSLDSA-M,SROUAIZIOIOQID-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,1,-1,5,7,True,True,True,True,True,retained,
UPR-0250,CCCCCC[n+]1ccn(CCC#N)c1,F[P-](F)(F)(F)(F)F,CCCCCC[n+]1ccn(CCC#N)c1,F[P-](F)(F)(F)(F)F,IDRFNBZFUVYEJX-UHFFFAOYSA-N,LJQLCJWAZJINEB-UHFFFAOYSA-N,IDRFNBZFUVYEJX-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,1,-1,6,20,True,True,True,True,True,retained,
UPR-0251,C[n+]1ccn(CCCC#N)c1,O=C([O-])C(F)(F)F,C[n+]1ccn(CCCC#N)c1,O=C([O-])C(F)(F)F,SROUAIZIOIOQID-UHFFFAOYSA-N,DTQVDTLACAAQTR-UHFFFAOYSA-M,SROUAIZIOIOQID-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,1,-1,5,12,True,True,True,True,True,retained,
UPR-0252,CCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WVDDUSFOSWWJJH-UHFFFAOYSA-N,JGTNAGYHADQMCM-UHFFFAOYSA-M,WVDDUSFOSWWJJH-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,1,-1,14,6,True,True,True,True,True,retained,
UPR-0253,CCCCCC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F,CCCCCC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F,AMKUSFIBHAUBIJ-UHFFFAOYSA-N,ITMCEJHCFYSIIV-UHFFFAOYSA-M,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,1,-1,7,28,True,True,True,True,True,retained,
UPR-0254,C(C)[N+]1=CC=CC=C1,O=[N+]([O-])c1cn[n-]c1,CC[n+]1ccccc1,O=[N+]([O-])c1cn[n-]c1,OIDIRWZVUWCCCO-UHFFFAOYSA-N,IDGLPDIIVPZHRB-UHFFFAOYSA-N,OIDIRWZVUWCCCO-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,1,-1,7,9,True,True,True,True,True,retained,
UPR-0255,CCCCCC[n+]1ccccc1,CCC(=O)[O-],CCCCCC[n+]1ccccc1,CCC(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-M,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,1,-1,7,7,True,True,True,True,True,retained,
UPR-0256,CN1C=[NH+]C=C1,O=S(=O)([O-])C(F)(F)F,Cn1cc[nH+]c1,O=S(=O)([O-])C(F)(F)F,MCTWTZJPVLRJOU-UHFFFAOYSA-O,ITMCEJHCFYSIIV-UHFFFAOYSA-M,MCTWTZJPVLRJOU-UHFFFAOYSA-O||ITMCEJHCFYSIIV-UHFFFAOYSA-M,1,-1,6,28,True,True,True,True,True,retained,
UPR-0257,COCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,COCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,IXGKOODVBRRWQB-UHFFFAOYSA-N,ITMCEJHCFYSIIV-UHFFFAOYSA-M,IXGKOODVBRRWQB-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,1,-1,5,28,True,True,True,True,True,retained,
UPR-0258,CCCCCCCC[P+](CC)(CC)CC,O=S(=O)([O-])C(F)(F)C(F)F,CCCCCCCC[P+](CC)(CC)CC,O=S(=O)([O-])C(F)(F)C(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N,KZWJWYFPLXRYIL-UHFFFAOYSA-M,QCLVFLIIJODTJU-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,1,-1,7,6,True,True,True,True,True,retained,
UPR-0259,CC=1N(C=C[N+]1C)CCC,[Br-],CCCn1cc[n+](C)c1C,[Br-],MXLZUALXSYVAIV-UHFFFAOYSA-N,CPELXLSAUQHCOX-UHFFFAOYSA-M,MXLZUALXSYVAIV-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,1,-1,5,38,True,True,True,True,True,retained,
UPR-0260,C(C)[NH3+],O=S(=O)([O-])C(F)(F)F,CC[NH3+],O=S(=O)([O-])C(F)(F)F,QUSNBJAOOMFDIB-UHFFFAOYSA-O,ITMCEJHCFYSIIV-UHFFFAOYSA-M,QUSNBJAOOMFDIB-UHFFFAOYSA-O||ITMCEJHCFYSIIV-UHFFFAOYSA-M,1,-1,7,28,True,True,True,True,True,retained,
UPR-0261,CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,AMKUSFIBHAUBIJ-UHFFFAOYSA-N,SLSPYQCCSCAKIB-UHFFFAOYSA-N,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,1,-1,7,6,True,True,True,True,True,retained,
UPR-0262,CCCCC[n+]1ccn(C)c1,O=S(=O)([O-])O,CCCCC[n+]1ccn(C)c1,O=S(=O)([O-])O,LSFWFJFDPRFPBK-UHFFFAOYSA-N,QAOWNCQODCNURD-UHFFFAOYSA-M,LSFWFJFDPRFPBK-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,1,-1,12,12,True,True,True,True,True,retained,
UPR-0263,CCCCCC[n+]1ccccc1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCC[n+]1ccccc1,Cc1ccc(S(=O)(=O)[O-])cc1,AMKUSFIBHAUBIJ-UHFFFAOYSA-N,JOXIMZWYDAKGHI-UHFFFAOYSA-M,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,1,-1,7,6,True,True,True,True,True,retained,
UPR-0264,CCCCCC[n+]1ccccc1,C[C@@H](O)[C@H](N)C(=O)[O-],CCCCCC[n+]1ccccc1,C[C@@H](O)[C@H](N)C(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N,AYFVYJQAPQTCCC-GBXIJSLDSA-M,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,1,-1,7,7,True,True,True,True,True,retained,
UPR-0265,C(CCC)[N+](CCCC)(CCCC)CCCC,[Br-],CCCC[N+](CCCC)(CCCC)CCCC,[Br-],DZLFLBLQUQXARW-UHFFFAOYSA-N,CPELXLSAUQHCOX-UHFFFAOYSA-M,DZLFLBLQUQXARW-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,1,-1,8,38,True,True,True,True,True,retained,
UPR-0266,CCCCCCCCCC[n+]1ccn(C)c1,CS(=O)(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,CS(=O)(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N,AFVFQIVMOAPDHO-UHFFFAOYSA-M,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,11,10,True,True,True,True,True,retained,
UPR-0267,CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F,CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F,RVEJOWGVUQQIIZ-UHFFFAOYSA-N,KZWJWYFPLXRYIL-UHFFFAOYSA-M,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,1,-1,22,6,True,True,True,True,True,retained,
UPR-0268,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,LDVVBLGHGCHZBJ-UHFFFAOYSA-N,NVIANCROYQGROD-UHFFFAOYSA-N,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,1,-1,11,14,True,True,True,True,True,retained,
UPR-0269,C(CCC)[N+](CCCC)(CCCC)CCCC,CS(=O)(=O)[O-],CCCC[N+](CCCC)(CCCC)CCCC,CS(=O)(=O)[O-],DZLFLBLQUQXARW-UHFFFAOYSA-N,AFVFQIVMOAPDHO-UHFFFAOYSA-M,DZLFLBLQUQXARW-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,8,10,True,True,True,True,True,retained,
UPR-0270,CC[N+](C)(C)CCOC,O=S(=O)([O-])C(F)(F)F,CC[N+](C)(C)CCOC,O=S(=O)([O-])C(F)(F)F,KIJWMNYEVKNAGY-UHFFFAOYSA-N,ITMCEJHCFYSIIV-UHFFFAOYSA-M,KIJWMNYEVKNAGY-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,1,-1,5,28,True,True,True,True,True,retained,
UPR-0271,C(CCC)[N+](C)(CCCC)CCCC,CC(=O)[O-],CCCC[N+](C)(CCCC)CCCC,CC(=O)[O-],HJHUXWBTVVFLQI-UHFFFAOYSA-N,QTBSBXVTEAMEQO-UHFFFAOYSA-M,HJHUXWBTVVFLQI-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,1,-1,5,18,True,True,True,True,True,retained,
UPR-0272,C(C)[NH3+],N#C[C-](C#N)C#N,CC[NH3+],N#C[C-](C#N)C#N,QUSNBJAOOMFDIB-UHFFFAOYSA-O,CXERBOODJDWFQL-UHFFFAOYSA-N,QUSNBJAOOMFDIB-UHFFFAOYSA-O||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,7,8,True,True,True,True,True,retained,
UPR-0273,C(C)[N+]1=CN(C=C1)C,CCCC(=O)[O-],CC[n+]1ccn(C)c1,CCCC(=O)[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N,FERIUCNNQQJTOY-UHFFFAOYSA-M,NJMWOUFKYKNWDW-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,1,-1,48,7,True,True,True,True,True,retained,
UPR-0274,CCCCCC[n+]1ccccc1,CS(=O)(=O)[O-],CCCCCC[n+]1ccccc1,CS(=O)(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N,AFVFQIVMOAPDHO-UHFFFAOYSA-M,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,7,10,True,True,True,True,True,retained,
UPR-0275,C(CCC)[N+](CCCC)(CCCC)CCCC,C(C)OS(=O)(=O)[O-],CCCC[N+](CCCC)(CCCC)CCCC,CCOS(=O)(=O)[O-],DZLFLBLQUQXARW-UHFFFAOYSA-N,KIWBPDUYBMNFTB-UHFFFAOYSA-M,DZLFLBLQUQXARW-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,1,-1,8,7,True,True,True,True,True,retained,
UPR-0276,CCCCCC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AMKUSFIBHAUBIJ-UHFFFAOYSA-N,JGTNAGYHADQMCM-UHFFFAOYSA-M,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,1,-1,7,6,True,True,True,True,True,retained,
UPR-0277,C=CC[n+]1ccn(C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,C=CC[n+]1ccn(C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,WWVMHGUBIOZASN-UHFFFAOYSA-N,NVIANCROYQGROD-UHFFFAOYSA-N,WWVMHGUBIOZASN-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,1,-1,7,14,True,True,True,True,True,retained,
UPR-0278,C=CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],C=CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N,AFVFQIVMOAPDHO-UHFFFAOYSA-M,WWVMHGUBIOZASN-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,7,10,True,True,True,True,True,retained,
UPR-0279,C(CCC)[N+](CCCC)(CCCC)CCCC,N#C[C-](C#N)C#N,CCCC[N+](CCCC)(CCCC)CCCC,N#C[C-](C#N)C#N,DZLFLBLQUQXARW-UHFFFAOYSA-N,CXERBOODJDWFQL-UHFFFAOYSA-N,DZLFLBLQUQXARW-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,8,8,True,True,True,True,True,retained,
UPR-0280,CN1C=[NH+]C=C1,N#C[C-](C#N)C#N,Cn1cc[nH+]c1,N#C[C-](C#N)C#N,MCTWTZJPVLRJOU-UHFFFAOYSA-O,CXERBOODJDWFQL-UHFFFAOYSA-N,MCTWTZJPVLRJOU-UHFFFAOYSA-O||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,6,8,True,True,True,True,True,retained,
UPR-0281,CCCCCCCC[P+](CC)(CC)CC,N#C[C-](C#N)C#N,CCCCCCCC[P+](CC)(CC)CC,N#C[C-](C#N)C#N,QCLVFLIIJODTJU-UHFFFAOYSA-N,CXERBOODJDWFQL-UHFFFAOYSA-N,QCLVFLIIJODTJU-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,7,8,True,True,True,True,True,retained,
UPR-0282,COCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N,COCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N,IXGKOODVBRRWQB-UHFFFAOYSA-N,CXERBOODJDWFQL-UHFFFAOYSA-N,IXGKOODVBRRWQB-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,5,8,True,True,True,True,True,retained,
UPR-0283,C(C)[N+]1=CC=CC=C1,N#C[C-](C#N)C#N,CC[n+]1ccccc1,N#C[C-](C#N)C#N,OIDIRWZVUWCCCO-UHFFFAOYSA-N,CXERBOODJDWFQL-UHFFFAOYSA-N,OIDIRWZVUWCCCO-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,7,8,True,True,True,True,True,retained,
UPR-0284,CCC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N,CCC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N,WVDDUSFOSWWJJH-UHFFFAOYSA-N,KDCFMDHINPOTEA-UHFFFAOYSA-N,WVDDUSFOSWWJJH-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,1,-1,14,6,True,True,True,True,True,retained,
UPR-0285,C[n+]1ccn(CCO)c1,N#C[C-](C#N)C#N,C[n+]1ccn(CCO)c1,N#C[C-](C#N)C#N,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N,CXERBOODJDWFQL-UHFFFAOYSA-N,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,9,8,True,True,True,True,True,retained,
UPR-0286,CC[N+](C)(C)CCOC,N#C[C-](C#N)C#N,CC[N+](C)(C)CCOC,N#C[C-](C#N)C#N,KIJWMNYEVKNAGY-UHFFFAOYSA-N,CXERBOODJDWFQL-UHFFFAOYSA-N,KIJWMNYEVKNAGY-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,5,8,True,True,True,True,True,retained,
UPR-0287,C(C)[N+]1=CN(C=C1)C,O=C[O-],CC[n+]1ccn(C)c1,O=C[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N,BDAGIHXWWSANSR-UHFFFAOYSA-M,NJMWOUFKYKNWDW-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,1,-1,48,14,True,True,True,True,True,retained,
UPR-0288,C[n+]1ccn(CCCC#N)c1,N#C[B-](C#N)(C#N)C#N,C[n+]1ccn(CCCC#N)c1,N#C[B-](C#N)(C#N)C#N,SROUAIZIOIOQID-UHFFFAOYSA-N,KDCFMDHINPOTEA-UHFFFAOYSA-N,SROUAIZIOIOQID-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,1,-1,5,6,True,True,True,True,True,retained,
UPR-0289,CCCCCC[n+]1ccccc1,N#C[B-](C#N)(C#N)C#N,CCCCCC[n+]1ccccc1,N#C[B-](C#N)(C#N)C#N,AMKUSFIBHAUBIJ-UHFFFAOYSA-N,KDCFMDHINPOTEA-UHFFFAOYSA-N,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,1,-1,7,6,True,True,True,True,True,retained,
